Start_Date,End_Date,Carrier_clean,Volume_Bus,Volume_Passenger
2021-08-02,2021-08-06,hceecommunity,94.0,1530.0
2021-08-02,2021-08-06,lakeland,20.0,582.0
2021-08-02,2021-08-06,martz,17.0,695.0
2021-08-02,2021-08-06,njtransit,2116.0,40106.0
2021-08-02,2021-08-06,peterpanbonanza,25.0,790.0
2021-08-02,2021-08-06,trailways,18.0,464.0
2021-08-02,2021-08-06,transbridge,15.0,495.0
2021-08-09,2021-08-13,academy,35.0,826.0
2021-08-09,2021-08-13,cjbuslines,0.0,0.0
2021-08-09,2021-08-13,coachusa,103.0,2666.0
2021-08-09,2021-08-13,decamp,16.0,182.0
2021-08-09,2021-08-13,greyhound,58.0,1890.0
2021-08-09,2021-08-13,hceecommunity,99.0,1558.0
2021-08-09,2021-08-13,lakeland,20.0,582.0
2021-08-09,2021-08-13,martz,17.0,697.0
2021-08-09,2021-08-13,njtransit,2140.0,40372.0
2021-08-09,2021-08-13,peterpanbonanza,25.0,835.0
2021-08-09,2021-08-13,trailways,17.0,469.0
2021-08-09,2021-08-13,transbridge,15.0,479.0
2021-08-16,2021-08-20,academy,35.0,770.0
2021-08-16,2021-08-20,cjbuslines,0.0,0.0
2021-08-16,2021-08-20,coachusa,107.0,2669.0
2021-08-16,2021-08-20,decamp,16.0,212.0
2021-08-16,2021-08-20,greyhound,58.0,1723.0
2021-08-16,2021-08-20,hceecommunity,99.0,1507.0
2021-08-16,2021-08-20,lakeland,20.0,555.0
2021-08-16,2021-08-20,martz,17.0,662.0
2021-08-16,2021-08-20,njtransit,2133.0,40215.0
2021-08-16,2021-08-20,peterpanbonanza,31.0,968.0
2021-08-16,2021-08-20,trailways,18.0,495.0
2021-08-16,2021-08-20,transbridge,17.0,468.0
2021-08-23,2021-08-27,academy,35.0,780.0
2021-08-23,2021-08-27,cjbuslines,0.0,0.0
2021-08-23,2021-08-27,coachusa,110.0,2555.0
2021-08-23,2021-08-27,decamp,16.0,203.0
2021-08-23,2021-08-27,greyhound,59.0,1888.0
2021-08-23,2021-08-27,hceecommunity,90.0,1438.0
2021-08-23,2021-08-27,lakeland,20.0,551.0
2021-08-23,2021-08-27,martz,17.0,652.0
2021-08-23,2021-08-27,njtransit,2141.0,40837.0
2021-08-23,2021-08-27,peterpanbonanza,26.0,908.0
2021-08-23,2021-08-27,trailways,19.0,516.0
2021-08-23,2021-08-27,transbridge,17.0,458.0
2021-08-30,2021-09-03,academy,35.0,799.0
2021-08-30,2021-09-03,cjbuslines,0.0,0.0
2021-08-30,2021-09-03,coachusa,109.0,2521.0
2021-08-30,2021-09-03,decamp,16.0,199.0
2021-08-30,2021-09-03,greyhound,58.0,1687.0
2021-08-30,2021-09-03,hceecommunity,92.0,1426.0
2021-08-30,2021-09-03,lakeland,20.0,521.0
2021-08-30,2021-09-03,martz,17.0,622.0
2021-08-30,2021-09-03,njtransit,2019.0,36433.0
2021-08-30,2021-09-03,peterpanbonanza,24.0,709.0
2021-08-30,2021-09-03,trailways,18.0,498.0
2021-08-30,2021-09-03,transbridge,17.0,420.0
2021-09-06,2021-09-10,academy,34.0,791.0
2021-09-06,2021-09-10,cjbuslines,0.0,0.0
2021-09-06,2021-09-10,coachusa,108.0,2864.0
2021-09-06,2021-09-10,decamp,16.0,218.0
2021-09-06,2021-09-10,greyhound,61.0,1707.0
2021-09-06,2021-09-10,hceecommunity,82.0,1441.0
2021-09-06,2021-09-10,lakeland,25.0,604.0
2021-09-06,2021-09-10,martz,17.0,679.0
2021-09-06,2021-09-10,njtransit,2132.0,41099.0
2021-09-06,2021-09-10,peterpanbonanza,24.0,776.0
