month_year,FAC,LANE,FAC_B,TOTAL,CLASS 1,CLASS 2,CLASS 3,CLASS 4,CLASS 5,CLASS 6,CLASS 7,CLASS 8,CLASS 9,CLASS 11,CASH,EZPASS,VIOLATION,Autos,Small_T,Large_T,Buses
2013-01,1,1,Holland,120660,118196.0,663.0,98.0,3.0,10.0,2.0,22.0,569.0,918.0,179.0,53977,64932,1751,118397,761,15,1487
2013-01,1,2,Holland,117827,116155.0,720.0,48.0,10.0,24.0,1.0,41.0,459.0,147.0,222.0,68798,47931,1098,116418,768,35,606
2013-01,1,3,Holland,210091,206530.0,1238.0,211.0,6.0,47.0,2.0,45.0,851.0,706.0,455.0,11146,193640,5305,207030,1449,55,1557
2013-01,1,4,Holland,204281,198828.0,1202.0,498.0,4.0,23.0,2.0,21.0,1307.0,1798.0,598.0,0,199375,4906,199447,1700,29,3105
2013-01,1,5,Holland,182790,168556.0,7814.0,2331.0,29.0,76.0,7.0,123.0,774.0,2716.0,364.0,0,178735,4055,169043,10145,112,3490
2013-01,1,6,Holland,157927,145262.0,7064.0,1642.0,109.0,140.0,4.0,108.0,824.0,2387.0,387.0,0,154188,3739,145757,8706,253,3211
2013-01,1,7,Holland,112687,106450.0,3408.0,712.0,19.0,27.0,0.0,75.0,573.0,1173.0,250.0,10973,98883,2831,106775,4120,46,1746
2013-01,1,8,Holland,90217,86255.0,3128.0,162.0,11.0,15.0,0.0,62.0,361.0,110.0,113.0,69290,20221,706,86430,3290,26,471
2013-01,1,9,Holland,86830,83498.0,2021.0,211.0,3.0,13.0,0.0,47.0,500.0,367.0,170.0,40362,45553,915,83715,2232,16,867
2013-01,2,1,Lincoln,15669,1211.0,220.0,53.0,2.0,1.0,0.0,11.0,8286.0,5880.0,5.0,0,15184,485,1227,273,3,14166
2013-01,2,2,Lincoln,10163,7909.0,132.0,9.0,1.0,0.0,0.0,0.0,1158.0,658.0,296.0,0,9843,320,8205,141,1,1816
2013-01,2,4,Lincoln,173713,165351.0,323.0,20.0,6.0,4.0,0.0,13.0,1736.0,5792.0,468.0,0,170891,2822,165832,343,10,7528
2013-01,2,5,Lincoln,239747,233786.0,422.0,65.0,15.0,10.0,6.0,41.0,1525.0,3292.0,585.0,0,235013,4734,234412,487,31,4817
2013-01,2,6,Lincoln,93511,90817.0,1186.0,62.0,30.0,44.0,0.0,77.0,549.0,616.0,130.0,52337,39919,1255,91024,1248,74,1165
2013-01,2,7,Lincoln,104315,96183.0,4460.0,522.0,233.0,333.0,11.0,183.0,810.0,1438.0,142.0,49334,52756,2225,96508,4982,577,2248
2013-01,2,8,Lincoln,145000,117189.0,10695.0,3148.0,1197.0,1125.0,29.0,390.0,2694.0,8270.0,263.0,17968,123081,3951,117842,13843,2351,10964
2013-01,2,9,Lincoln,187684,125818.0,13368.0,6493.0,2740.0,2315.0,158.0,589.0,6893.0,28985.0,325.0,0,182493,5191,126732,19861,5213,35878
2013-01,2,10,Lincoln,148302,109148.0,10291.0,4220.0,1323.0,1284.0,27.0,343.0,6680.0,14675.0,311.0,6834,137679,3789,109802,14511,2634,21355
2013-01,2,11,Lincoln,92110,83910.0,4205.0,473.0,214.0,321.0,7.0,183.0,1453.0,1183.0,161.0,55796,35061,1253,84254,4678,542,2636
2013-01,2,12,Lincoln,89101,81646.0,2893.0,429.0,199.0,168.0,2.0,134.0,1932.0,1511.0,187.0,37117,50610,1374,81967,3322,369,3443
2013-01,2,14,Lincoln,37038,419.0,42.0,0.0,0.0,0.0,0.0,0.0,2037.0,34540.0,0.0,0,36562,478,419,42,0,36577
2013-01,2,23,Lincoln,138035,100881.0,4305.0,1883.0,592.0,278.0,25.0,67.0,14164.0,15489.0,351.0,0,134825,3210,101299,6188,895,29653
2013-01,4,2,Bayonne,56147,54217.0,459.0,506.0,69.0,578.0,3.0,48.0,73.0,96.0,98.0,55,54347,1745,54363,965,650,169
2013-01,4,4,Bayonne,149016,133435.0,3804.0,3555.0,695.0,6138.0,67.0,239.0,456.0,353.0,274.0,0,143731,5285,133948,7359,6900,809
2013-01,4,6,Bayonne,37065,33591.0,1179.0,512.0,180.0,1251.0,13.0,52.0,213.0,41.0,33.0,16957,19621,487,33676,1691,1444,254
2013-01,4,8,Bayonne,37704,33293.0,1319.0,708.0,231.0,1578.0,32.0,93.0,340.0,65.0,45.0,15504,21654,546,33431,2027,1841,405
2013-01,5,2,Goethals,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,7,8,0,0,0
2013-01,5,4,Goethals,177784,174879.0,800.0,263.0,148.0,831.0,19.0,93.0,258.0,208.0,285.0,0,172359,5425,175257,1063,998,466
2013-01,5,6,Goethals,328495,309583.0,4959.0,2073.0,1229.0,7834.0,71.0,367.0,715.0,1258.0,406.0,0,319431,9064,310356,7032,9134,1973
2013-01,5,8,Goethals,209616,169629.0,10642.0,5218.0,2592.0,18098.0,184.0,555.0,641.0,1758.0,299.0,1634,201974,6008,170483,15860,20874,2399
2013-01,5,10,Goethals,97261,82130.0,3705.0,1782.0,1158.0,7200.0,73.0,219.0,346.0,582.0,66.0,47998,47227,2036,82415,5487,8431,928
2013-01,5,12,Goethals,98894,85334.0,3458.0,1557.0,646.0,6459.0,121.0,239.0,301.0,741.0,38.0,53847,43440,1607,85611,5015,7226,1042
2013-01,5,14,Goethals,87490,76795.0,2487.0,1193.0,406.0,5108.0,84.0,167.0,339.0,878.0,33.0,42905,43271,1314,76995,3680,5598,1217
2013-01,5,16,Goethals,69411,60902.0,1779.0,1328.0,283.0,4183.0,109.0,124.0,213.0,451.0,39.0,33216,35204,991,61065,3107,4575,664
2013-01,6,2,Outerbridge,455001,451897.0,1546.0,202.0,211.0,562.0,48.0,62.0,268.0,79.0,126.0,0,436708,18293,452085,1748,821,347
2013-01,6,4,Outerbridge,354166,301000.0,15485.0,3967.0,5405.0,24904.0,1311.0,84.0,575.0,1359.0,76.0,0,340790,13376,301160,19452,31620,1934
2013-01,6,8,Outerbridge,24041,23217.0,421.0,95.0,45.0,176.0,3.0,18.0,15.0,3.0,48.0,335,23025,681,23283,516,224,18
2013-01,6,10,Outerbridge,50223,48312.0,886.0,214.0,103.0,481.0,9.0,46.0,81.0,22.0,69.0,14475,34671,1077,48427,1100,593,103
2013-01,6,12,Outerbridge,76253,72388.0,1709.0,245.0,172.0,1423.0,7.0,103.0,93.0,67.0,46.0,38321,36885,1047,72537,1954,1602,160
2013-01,6,14,Outerbridge,87561,81939.0,2205.0,280.0,194.0,2595.0,9.0,108.0,132.0,27.0,72.0,49741,36852,968,82119,2485,2798,159
2013-01,6,16,Outerbridge,78519,74186.0,1689.0,263.0,202.0,1838.0,35.0,107.0,101.0,29.0,69.0,35675,42009,835,74362,1952,2075,130
2013-01,7,2,GWB Upper,50868,44089.0,2584.0,765.0,623.0,2477.0,57.0,81.0,91.0,28.0,73.0,0,49330,1540,44243,3349,3157,119
2013-01,7,4,GWB Upper,167307,146766.0,6453.0,2064.0,1657.0,9226.0,157.0,297.0,283.0,167.0,237.0,1,163178,4130,147300,8517,11040,450
2013-01,7,6,GWB Upper,212836,163752.0,11873.0,3936.0,3968.0,26963.0,602.0,623.0,425.0,398.0,296.0,1,207467,5368,164671,15809,31533,823
2013-01,7,8,GWB Upper,263219,153422.0,18182.0,6550.0,11720.0,68668.0,1679.0,1076.0,802.0,799.0,321.0,1,257718,5505,154819,24732,82067,1601
2013-01,7,10,GWB Upper,128702,102180.0,6349.0,1366.0,1984.0,15451.0,219.0,545.0,434.0,94.0,80.0,70614,56019,2072,102805,7715,17654,528
2013-01,7,12,GWB Upper,121582,103565.0,5425.0,860.0,1137.0,9318.0,68.0,631.0,488.0,49.0,41.0,93846,25874,1868,104237,6285,10523,537
2013-01,7,14,GWB Upper,117027,100763.0,4244.0,1389.0,1461.0,7835.0,133.0,386.0,585.0,145.0,86.0,73812,41753,1462,101235,5633,9429,730
2013-01,7,16,GWB Upper,135679,101201.0,8244.0,4080.0,3660.0,15021.0,261.0,442.0,1858.0,701.0,211.0,4756,127391,3532,101854,12324,18942,2559
2013-01,7,18,GWB Upper,92532,76774.0,5111.0,1373.0,938.0,5028.0,116.0,255.0,2417.0,443.0,77.0,37949,53254,1331,77106,6484,6082,2860
2013-01,7,20,GWB Upper,120386,111791.0,3406.0,466.0,361.0,1937.0,27.0,196.0,1820.0,279.0,103.0,56057,63000,1329,112090,3872,2325,2099
2013-01,7,22,GWB Upper,262546,238147.0,6102.0,1435.0,1122.0,4158.0,40.0,179.0,9297.0,1543.0,523.0,0,256745,5801,238849,7537,5320,10840
2013-01,7,24,GWB Upper,99502,97664.0,1042.0,64.0,41.0,181.0,32.0,58.0,320.0,23.0,77.0,59559,38752,1191,97799,1106,254,343
2013-01,8,34,GWB PIP,14845,14763.0,2.0,1.0,0.0,0.0,0.0,5.0,29.0,0.0,45.0,0,14332,513,14813,3,0,29
2013-01,8,36,GWB PIP,118748,118221.0,43.0,4.0,1.0,4.0,0.0,10.0,236.0,1.0,228.0,1,115778,2969,118459,47,5,237
2013-01,8,38,GWB PIP,117999,117330.0,63.0,8.0,1.0,2.0,0.0,8.0,337.0,28.0,222.0,0,115658,2341,117560,71,3,365
2013-01,8,40,GWB PIP,214932,213575.0,152.0,9.0,1.0,5.0,0.0,15.0,741.0,61.0,373.0,0,209271,5661,213963,161,6,802
2013-01,8,42,GWB PIP,7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,4,7,0,0,0
2013-01,8,44,GWB PIP,69117,68801.0,65.0,10.0,2.0,4.0,0.0,18.0,171.0,3.0,43.0,31266,35710,2141,68862,75,6,174
2013-01,8,46,GWB PIP,54455,54079.0,119.0,16.0,3.0,1.0,1.0,15.0,164.0,2.0,55.0,25143,28097,1215,54149,135,5,166
2013-01,9,54,GWB Lower,76178,75571.0,81.0,5.0,2.0,11.0,0.0,34.0,420.0,6.0,48.0,48614,26983,581,75653,86,13,426
2013-01,9,56,GWB Lower,102019,101200.0,171.0,12.0,7.0,22.0,0.0,81.0,417.0,23.0,86.0,59477,36758,5784,101367,183,29,440
2013-01,9,58,GWB Lower,122368,121254.0,319.0,21.0,10.0,36.0,2.0,44.0,413.0,70.0,199.0,21709,97893,2766,121497,340,48,483
2013-01,9,60,GWB Lower,283511,280908.0,540.0,79.0,18.0,74.0,1.0,35.0,825.0,480.0,551.0,0,273522,9989,281494,619,93,1305
2013-01,9,62,GWB Lower,458579,454249.0,806.0,63.0,23.0,79.0,3.0,43.0,1427.0,1199.0,687.0,0,443083,15496,454979,869,105,2626
2013-01,9,64,GWB Lower,200530,198508.0,262.0,13.0,4.0,28.0,0.0,19.0,632.0,716.0,348.0,0,195658,4872,198875,275,32,1348
2013-01,9,68,GWB Lower,68120,67527.0,216.0,16.0,0.0,20.0,0.0,12.0,141.0,46.0,142.0,936,65286,1898,67681,232,20,187
2013-01,9,70,GWB Lower,32826,32592.0,74.0,6.0,0.0,2.0,0.0,12.0,88.0,5.0,47.0,8795,23424,607,32651,80,2,93
2013-01,9,72,GWB Lower,72792,72404.0,90.0,6.0,4.0,27.0,0.0,30.0,173.0,10.0,48.0,48263,20475,4054,72482,96,31,183
2013-01,9,74,GWB Lower,51064,50743.0,82.0,12.0,1.0,10.0,0.0,23.0,143.0,15.0,35.0,31667,19028,371,50801,94,11,158
2013-02,1,1,Holland,112246,109740.0,710.0,129.0,2.0,16.0,2.0,25.0,515.0,977.0,130.0,48677,61852,1717,109895,839,20,1492
2013-02,1,2,Holland,107506,105993.0,669.0,50.0,11.0,24.0,3.0,47.0,423.0,156.0,130.0,60695,45769,1042,106170,719,38,579
2013-02,1,3,Holland,190843,187603.0,1169.0,176.0,9.0,35.0,0.0,40.0,751.0,681.0,379.0,9764,176348,4731,188022,1345,44,1432
2013-02,1,4,Holland,169965,165215.0,1034.0,401.0,5.0,17.0,1.0,35.0,1219.0,1572.0,466.0,0,166010,3955,165716,1435,23,2791
2013-02,1,5,Holland,167109,154396.0,7277.0,1768.0,21.0,78.0,9.0,105.0,821.0,2324.0,310.0,1,163339,3771,154811,9045,108,3145
2013-02,1,6,Holland,144712,133304.0,6583.0,1291.0,65.0,165.0,2.0,80.0,716.0,2197.0,309.0,0,141311,3401,133693,7874,232,2913
2013-02,1,7,Holland,101039,95492.0,3101.0,661.0,11.0,19.0,6.0,60.0,549.0,924.0,216.0,8117,90495,2427,95768,3762,36,1473
2013-02,1,8,Holland,83297,79652.0,2876.0,121.0,14.0,13.0,5.0,58.0,369.0,120.0,69.0,63635,18994,668,79779,2997,32,489
2013-02,1,9,Holland,81136,77810.0,1982.0,212.0,8.0,18.0,1.0,65.0,443.0,477.0,120.0,37528,42661,947,77995,2194,27,920
2013-02,2,1,Lincoln,14832,1197.0,214.0,41.0,3.0,1.0,0.0,8.0,8006.0,5361.0,1.0,0,14354,478,1206,255,4,13367
2013-02,2,2,Lincoln,11676,9727.0,140.0,6.0,0.0,1.0,0.0,0.0,1009.0,563.0,230.0,0,11274,402,9957,146,1,1572
2013-02,2,3,Lincoln,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,3,0,0,0
2013-02,2,4,Lincoln,166323,159746.0,300.0,15.0,8.0,8.0,5.0,9.0,1401.0,4418.0,413.0,0,163502,2821,160168,315,21,5819
2013-02,2,5,Lincoln,199034,194412.0,380.0,51.0,12.0,11.0,6.0,28.0,1127.0,2546.0,461.0,0,194897,4137,194901,431,29,3673
2013-02,2,6,Lincoln,84749,82214.0,1156.0,67.0,23.0,42.0,1.0,79.0,551.0,531.0,85.0,47443,36162,1144,82378,1223,66,1082
2013-02,2,7,Lincoln,91505,84662.0,3925.0,376.0,150.0,250.0,4.0,146.0,702.0,1179.0,111.0,42961,46638,1906,84919,4301,404,1881
2013-02,2,8,Lincoln,128326,104103.0,9231.0,2618.0,1003.0,865.0,23.0,374.0,2215.0,7702.0,192.0,15868,108885,3573,104669,11849,1891,9917
2013-02,2,9,Lincoln,168243,112902.0,12618.0,6122.0,2596.0,2165.0,127.0,544.0,5833.0,25088.0,248.0,0,163596,4647,113694,18740,4888,30921
2013-02,2,10,Lincoln,130085,95921.0,9069.0,3647.0,1182.0,985.0,18.0,309.0,5632.0,13078.0,244.0,5428,121471,3186,96474,12716,2185,18710
2013-02,2,11,Lincoln,84117,76827.0,3808.0,438.0,199.0,220.0,5.0,147.0,1301.0,1027.0,145.0,49655,33370,1093,77119,4246,424,2328
2013-02,2,12,Lincoln,83187,75944.0,2659.0,451.0,162.0,180.0,3.0,98.0,1968.0,1568.0,154.0,34519,47438,1230,76196,3110,345,3536
2013-02,2,14,Lincoln,34400,389.0,41.0,4.0,0.0,0.0,0.0,0.0,1839.0,32127.0,0.0,0,33981,424,389,45,0,33966
2013-02,2,23,Lincoln,128892,94831.0,4139.0,1773.0,588.0,387.0,66.0,63.0,13093.0,13669.0,283.0,0,125973,2919,95177,5912,1041,26762
2013-02,4,2,Bayonne,47943,46615.0,346.0,288.0,46.0,393.0,1.0,44.0,62.0,63.0,85.0,390,46164,1389,46744,634,440,125
2013-02,4,4,Bayonne,137080,123413.0,3540.0,2871.0,657.0,5275.0,92.0,192.0,423.0,367.0,250.0,0,132605,4475,123855,6411,6024,790
2013-02,4,6,Bayonne,32732,29561.0,1059.0,486.0,148.0,1151.0,14.0,60.0,176.0,43.0,34.0,15077,17215,440,29655,1545,1313,219
2013-02,4,8,Bayonne,31992,28321.0,1088.0,598.0,211.0,1294.0,18.0,87.0,287.0,54.0,34.0,13063,18458,471,28442,1686,1523,341
2013-02,5,2,Goethals,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,2,10,0,0,0
2013-02,5,4,Goethals,154010,151719.0,670.0,172.0,127.0,634.0,24.0,59.0,220.0,188.0,197.0,0,149410,4600,151975,842,785,408
2013-02,5,6,Goethals,290523,275092.0,4006.0,1520.0,1126.0,6287.0,70.0,317.0,600.0,1143.0,362.0,0,282732,7791,275771,5526,7483,1743
2013-02,5,8,Goethals,187584,152183.0,9792.0,4446.0,2179.0,15881.0,211.0,462.0,600.0,1593.0,237.0,687,181565,5332,152882,14238,18271,2193
2013-02,5,10,Goethals,86109,72823.0,3333.0,1425.0,1028.0,6412.0,66.0,202.0,284.0,482.0,54.0,42975,41610,1526,73079,4758,7506,766
2013-02,5,12,Goethals,87513,75222.0,3192.0,1502.0,602.0,5657.0,107.0,212.0,270.0,715.0,34.0,46681,39386,1446,75468,4694,6366,985
2013-02,5,14,Goethals,79301,69649.0,2200.0,1117.0,344.0,4557.0,105.0,154.0,227.0,911.0,37.0,36671,41302,1328,69840,3317,5006,1138
2013-02,5,16,Goethals,62686,55009.0,1594.0,1218.0,257.0,3782.0,109.0,103.0,203.0,381.0,30.0,30481,31264,941,55142,2812,4148,584
2013-02,6,2,Outerbridge,403179,400493.0,1372.0,184.0,173.0,503.0,25.0,53.0,226.0,71.0,79.0,0,387235,15944,400625,1556,701,297
2013-02,6,4,Outerbridge,315689,268917.0,13748.0,3423.0,4820.0,21689.0,1065.0,81.0,543.0,1353.0,50.0,0,303532,12157,269048,17171,27574,1896
2013-02,6,8,Outerbridge,19850,19114.0,412.0,69.0,23.0,149.0,1.0,22.0,24.0,3.0,33.0,0,19355,495,19169,481,173,27
2013-02,6,10,Outerbridge,43792,42279.0,702.0,156.0,91.0,350.0,10.0,30.0,80.0,18.0,76.0,10060,32848,884,42385,858,451,98
2013-02,6,12,Outerbridge,68255,64814.0,1571.0,201.0,141.0,1255.0,5.0,103.0,87.0,22.0,56.0,36329,31091,835,64973,1772,1401,109
2013-02,6,14,Outerbridge,78290,73312.0,2001.0,236.0,231.0,2198.0,11.0,107.0,122.0,19.0,53.0,43821,33637,832,73472,2237,2440,141
2013-02,6,16,Outerbridge,71630,67974.0,1352.0,242.0,217.0,1549.0,18.0,76.0,84.0,38.0,80.0,30818,40028,784,68130,1594,1784,122
2013-02,7,2,GWB Upper,48798,41379.0,2711.0,897.0,717.0,2732.0,85.0,105.0,83.0,21.0,68.0,0,47286,1513,41552,3608,3534,104
2013-02,7,4,GWB Upper,138304,119785.0,5745.0,1835.0,1522.0,8355.0,169.0,265.0,280.0,155.0,193.0,0,134749,3556,120243,7580,10046,435
2013-02,7,6,GWB Upper,180020,137607.0,10596.0,3509.0,3491.0,22717.0,542.0,581.0,400.0,368.0,209.0,0,175444,4577,138397,14105,26750,768
2013-02,7,8,GWB Upper,223400,127613.0,16433.0,6261.0,10560.0,58320.0,1562.0,1035.0,674.0,719.0,223.0,1,218478,4921,128871,22694,70442,1393
2013-02,7,10,GWB Upper,111715,87659.0,5842.0,1208.0,1888.0,13888.0,196.0,511.0,376.0,101.0,46.0,62614,47423,1681,88216,7050,15972,477
2013-02,7,12,GWB Upper,107122,90756.0,5075.0,779.0,1108.0,8323.0,62.0,514.0,394.0,63.0,48.0,82851,22703,1571,91318,5854,9493,457
2013-02,7,14,GWB Upper,105457,90098.0,4112.0,1199.0,1397.0,7371.0,115.0,415.0,568.0,136.0,46.0,65209,38858,1390,90559,5311,8883,704
2013-02,7,16,GWB Upper,125245,92613.0,7755.0,3836.0,3712.0,13766.0,310.0,428.0,2022.0,643.0,160.0,5602,116265,3379,93201,11591,17788,2665
2013-02,7,18,GWB Upper,87468,72469.0,4902.0,1229.0,869.0,4414.0,107.0,249.0,2712.0,443.0,74.0,36854,49351,1264,72792,6131,5390,3155
2013-02,7,20,GWB Upper,107720,99730.0,3060.0,435.0,305.0,1755.0,19.0,191.0,1879.0,244.0,102.0,47432,59022,1266,100023,3495,2079,2123
2013-02,7,22,GWB Upper,219347,199893.0,5053.0,1097.0,959.0,3237.0,27.0,159.0,7408.0,1111.0,403.0,0,214308,5039,200455,6150,4223,8519
2013-02,7,24,GWB Upper,90576,88894.0,921.0,106.0,41.0,167.0,34.0,47.0,270.0,26.0,70.0,53609,35774,1193,89011,1027,242,296
2013-02,8,34,GWB PIP,15542,15460.0,10.0,6.0,0.0,0.0,0.0,11.0,19.0,0.0,36.0,0,14987,556,15507,16,0,19
2013-02,8,36,GWB PIP,98750,98306.0,38.0,2.0,1.0,1.0,1.0,20.0,211.0,3.0,167.0,0,96505,2245,98493,40,3,214
2013-02,8,38,GWB PIP,103722,103115.0,40.0,4.0,0.0,3.0,0.0,9.0,344.0,32.0,175.0,0,101598,2124,103299,44,3,376
2013-02,8,40,GWB PIP,182879,181666.0,135.0,4.0,3.0,8.0,0.0,24.0,653.0,79.0,307.0,0,177975,4904,181997,139,11,732
2013-02,8,42,GWB PIP,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,0,0,0
2013-02,8,44,GWB PIP,64333,64041.0,52.0,6.0,3.0,5.0,3.0,17.0,163.0,7.0,36.0,28132,34159,2042,64094,58,11,170
2013-02,8,46,GWB PIP,48501,48110.0,135.0,11.0,1.0,5.0,0.0,37.0,166.0,6.0,30.0,22198,25209,1094,48177,146,6,172
2013-02,9,54,GWB Lower,75381,74825.0,68.0,4.0,1.0,5.0,2.0,33.0,383.0,6.0,54.0,48287,26607,487,74912,72,8,389
2013-02,9,56,GWB Lower,96869,96100.0,146.0,13.0,15.0,30.0,0.0,95.0,386.0,23.0,61.0,57612,33952,5305,96256,159,45,409
2013-02,9,58,GWB Lower,121028,119922.0,312.0,49.0,7.0,52.0,0.0,44.0,355.0,85.0,202.0,15738,102447,2843,120168,361,59,440
2013-02,9,60,GWB Lower,250160,247799.0,556.0,61.0,19.0,64.0,3.0,32.0,668.0,497.0,461.0,0,241346,8814,248292,617,86,1165
2013-02,9,62,GWB Lower,409461,405300.0,711.0,55.0,28.0,90.0,1.0,58.0,1296.0,1308.0,614.0,0,395609,13852,405972,766,119,2604
2013-02,9,64,GWB Lower,188523,186563.0,262.0,17.0,5.0,30.0,3.0,21.0,482.0,792.0,348.0,0,183900,4623,186932,279,38,1274
2013-02,9,68,GWB Lower,69792,69235.0,180.0,29.0,3.0,27.0,1.0,8.0,125.0,50.0,134.0,745,67376,1671,69377,209,31,175
2013-02,9,70,GWB Lower,33960,33674.0,102.0,7.0,4.0,4.0,0.0,18.0,83.0,15.0,53.0,8166,25143,651,33745,109,8,98
2013-02,9,72,GWB Lower,70923,70514.0,92.0,15.0,8.0,22.0,1.0,46.0,196.0,16.0,13.0,46811,20613,3499,70573,107,31,212
2013-02,9,74,GWB Lower,51082,50781.0,64.0,32.0,6.0,7.0,0.0,14.0,146.0,13.0,19.0,30517,20206,359,50814,96,13,159
2013-03,1,1,Holland,130838,128062.0,688.0,94.0,6.0,6.0,1.0,23.0,606.0,1132.0,220.0,58705,70128,2005,128305,782,13,1738
2013-03,1,2,Holland,128043,126208.0,761.0,58.0,8.0,18.0,0.0,56.0,561.0,171.0,202.0,74162,52616,1265,126466,819,26,732
2013-03,1,3,Holland,214285,210704.0,1186.0,193.0,4.0,35.0,1.0,59.0,879.0,767.0,457.0,12554,196193,5538,211220,1379,40,1646
2013-03,1,4,Holland,214889,209574.0,1048.0,446.0,8.0,21.0,3.0,35.0,1330.0,1873.0,551.0,0,209690,5199,210160,1494,32,3203
2013-03,1,5,Holland,189710,175531.0,7816.0,2075.0,23.0,84.0,4.0,118.0,974.0,2662.0,423.0,0,185439,4271,176072,9891,111,3636
2013-03,1,6,Holland,170291,157152.0,7483.0,1589.0,94.0,169.0,8.0,103.0,913.0,2377.0,403.0,0,166187,4104,157658,9072,271,3290
2013-03,1,7,Holland,119861,113318.0,3558.0,742.0,21.0,29.0,1.0,59.0,677.0,1151.0,305.0,12799,104009,3053,113682,4300,51,1828
2013-03,1,8,Holland,98181,94126.0,3174.0,109.0,14.0,18.0,0.0,56.0,441.0,119.0,124.0,77396,20148,637,94306,3283,32,560
2013-03,1,9,Holland,103134,98971.0,2372.0,269.0,8.0,15.0,1.0,66.0,520.0,703.0,209.0,49132,52965,1037,99246,2641,24,1223
2013-03,2,1,Lincoln,16528,1260.0,224.0,54.0,2.0,1.0,0.0,20.0,9068.0,5897.0,2.0,0,16055,473,1282,278,3,14965
2013-03,2,2,Lincoln,11810,9745.0,127.0,9.0,1.0,0.0,0.0,2.0,1080.0,568.0,278.0,0,11436,374,10025,136,1,1648
2013-03,2,3,Lincoln,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,2,11,0,0,0
2013-03,2,4,Lincoln,212631,205185.0,350.0,26.0,9.0,9.0,0.0,4.0,1331.0,5159.0,558.0,0,209032,3599,205747,376,18,6490
2013-03,2,5,Lincoln,241535,236222.0,442.0,48.0,4.0,22.0,3.0,36.0,1171.0,3024.0,563.0,0,236509,5026,236821,490,29,4195
2013-03,2,6,Lincoln,101397,98380.0,1166.0,89.0,47.0,39.0,0.0,131.0,667.0,782.0,96.0,59239,40772,1388,98607,1255,86,1449
2013-03,2,7,Lincoln,111930,103986.0,3986.0,450.0,209.0,311.0,2.0,182.0,946.0,1722.0,136.0,57762,52101,2067,104304,4436,522,2668
2013-03,2,8,Lincoln,164569,132391.0,11731.0,3412.0,1661.0,1355.0,37.0,407.0,2962.0,10296.0,317.0,21186,138915,4469,133115,15143,3053,13258
2013-03,2,9,Lincoln,187190,126661.0,13419.0,6426.0,2990.0,2407.0,194.0,544.0,6513.0,27668.0,368.0,0,181947,5245,127573,19845,5591,34181
2013-03,2,10,Lincoln,160915,119420.0,10410.0,4622.0,1407.0,1241.0,26.0,382.0,7046.0,16000.0,361.0,5370,151620,3925,120163,15032,2674,23046
2013-03,2,11,Lincoln,103571,95173.0,4203.0,487.0,155.0,261.0,2.0,175.0,1598.0,1316.0,201.0,64594,37701,1276,95549,4690,418,2914
2013-03,2,12,Lincoln,96735,88257.0,2807.0,450.0,177.0,198.0,5.0,87.0,2436.0,2094.0,224.0,41810,53482,1443,88568,3257,380,4530
2013-03,2,14,Lincoln,36817,463.0,37.0,8.0,0.0,1.0,0.0,1.0,1943.0,34364.0,0.0,0,36294,529,464,45,1,36307
2013-03,2,23,Lincoln,142049,104336.0,4007.0,1739.0,408.0,238.0,27.0,38.0,14560.0,16347.0,349.0,0,139104,2945,104723,5746,673,30907
2013-03,4,2,Bayonne,52034,50721.0,340.0,247.0,23.0,452.0,6.0,36.0,50.0,69.0,90.0,22,50652,1360,50847,587,481,119
2013-03,4,4,Bayonne,154114,139781.0,3610.0,2794.0,689.0,5705.0,60.0,203.0,470.0,459.0,343.0,1,149178,4935,140327,6404,6454,929
2013-03,4,6,Bayonne,37995,34779.0,1019.0,396.0,139.0,1245.0,13.0,47.0,258.0,48.0,51.0,16966,20526,503,34877,1415,1397,306
2013-03,4,8,Bayonne,38938,34894.0,1257.0,521.0,202.0,1496.0,20.0,69.0,345.0,77.0,57.0,15981,22399,558,35020,1778,1718,422
2013-03,5,4,Goethals,190223,187657.0,729.0,146.0,138.0,658.0,12.0,72.0,268.0,235.0,308.0,0,184682,5541,188037,875,808,503
2013-03,5,6,Goethals,339880,323375.0,4343.0,1396.0,1215.0,6741.0,65.0,288.0,693.0,1321.0,443.0,1,331069,8810,324106,5739,8021,2014
2013-03,5,8,Goethals,219576,180630.0,10823.0,4619.0,2579.0,17311.0,205.0,476.0,757.0,1832.0,344.0,1492,212261,5823,181450,15442,20095,2589
2013-03,5,10,Goethals,105321,91093.0,3570.0,1381.0,1072.0,6780.0,74.0,241.0,375.0,669.0,66.0,52065,51595,1662,91400,4951,7926,1044
2013-03,5,12,Goethals,105412,92581.0,3305.0,1424.0,581.0,5877.0,120.0,264.0,387.0,815.0,58.0,59789,44016,1607,92903,4729,6578,1202
2013-03,5,14,Goethals,96437,85970.0,2657.0,1128.0,377.0,4612.0,97.0,201.0,335.0,995.0,65.0,49154,45814,1469,86236,3785,5086,1330
