Year,Week_of_Year,FAC,LANE,FAC_B,TOTAL,CLASS 1,CLASS 2,CLASS 3,CLASS 4,CLASS 5,CLASS 6,CLASS 7,CLASS 8,CLASS 9,CLASS 11,CASH,EZPASS,VIOLATION,Autos,Small_T,Large_T,Buses
2018,3,7,8,GWB Upper,79597,54477.0,4728.0,1712.0,2611.0,14825.0,339.0,258.0,302.0,283.0,62.0,0,73571,6026,54797,6440,17775,585
2018,3,7,10,GWB Upper,37616,29239.0,2042.0,572.0,777.0,4556.0,86.0,133.0,146.0,45.0,20.0,10889,25096,1636,29392,2614,5419,191
2018,3,7,12,GWB Upper,33350,28875.0,1420.0,389.0,391.0,1953.0,46.0,98.0,133.0,26.0,19.0,17502,14519,1331,28992,1809,2390,159
2018,3,7,14,GWB Upper,33091,28177.0,1332.0,597.0,491.0,2051.0,66.0,113.0,181.0,60.0,23.0,12089,19632,1372,28313,1929,2608,241
2018,3,7,16,GWB Upper,37883,30786.0,1837.0,1009.0,810.0,2622.0,81.0,222.0,328.0,156.0,32.0,1299,34028,2558,31040,2846,3513,484
2018,3,7,18,GWB Upper,21108,18357.0,905.0,323.0,182.0,676.0,13.0,62.0,501.0,72.0,17.0,5340,15018,750,18436,1228,871,573
2018,3,7,20,GWB Upper,32048,29797.0,689.0,184.0,103.0,353.0,3.0,74.0,735.0,87.0,23.0,8013,23040,996,29894,873,459,822
2018,3,7,22,GWB Upper,62343,56404.0,1728.0,544.0,288.0,904.0,23.0,86.0,1938.0,306.0,122.0,0,58007,4336,56612,2272,1215,2244
2018,3,7,24,GWB Upper,24044,23564.0,224.0,49.0,11.0,47.0,11.0,22.0,72.0,15.0,29.0,9163,13960,921,23615,273,69,87
2018,3,8,34,GWB PIP,3661,3649.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0,3432,229,3652,5,0,4
2018,3,8,36,GWB PIP,21237,21129.0,13.0,0.0,0.0,0.0,0.0,3.0,55.0,0.0,37.0,0,20162,1075,21169,13,0,55
2018,3,8,38,GWB PIP,22159,22047.0,11.0,4.0,0.0,0.0,0.0,2.0,76.0,0.0,19.0,0,21025,1134,22068,15,0,76
2018,3,8,40,GWB PIP,50080,49774.0,35.0,5.0,1.0,1.0,0.0,1.0,195.0,21.0,47.0,0,47124,2956,49822,40,2,216
2018,3,8,42,GWB PIP,10,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,8,9,1,0,0
2018,3,8,44,GWB PIP,15483,15405.0,18.0,2.0,0.0,0.0,0.0,6.0,34.0,5.0,13.0,3859,10959,665,15424,20,0,39
2018,3,8,46,GWB PIP,9730,9645.0,16.0,17.0,0.0,0.0,0.0,7.0,33.0,3.0,9.0,2764,6604,362,9661,33,0,36
2018,3,9,54,GWB Lower,25299,25116.0,61.0,2.0,5.0,0.0,0.0,9.0,86.0,0.0,20.0,12601,12066,632,25145,63,5,86
2018,3,9,58,GWB Lower,30698,30438.0,96.0,8.0,1.0,6.0,0.0,19.0,91.0,9.0,30.0,9367,19641,1700,30487,104,7,100
2018,3,9,60,GWB Lower,69984,69368.0,185.0,16.0,4.0,14.0,1.0,8.0,226.0,70.0,92.0,0,64558,5426,69468,201,19,296
2018,3,9,62,GWB Lower,89881,88976.0,192.0,17.0,3.0,8.0,0.0,17.0,329.0,227.0,112.0,0,83858,6023,89105,209,11,556
2018,3,9,64,GWB Lower,47851,47333.0,74.0,6.0,4.0,6.0,0.0,4.0,137.0,230.0,57.0,0,45157,2694,47394,80,10,367
2018,3,9,68,GWB Lower,22078,21845.0,59.0,4.0,2.0,4.0,0.0,10.0,64.0,53.0,37.0,282,20731,1065,21892,63,6,117
2018,3,9,70,GWB Lower,10836,10712.0,35.0,7.0,0.0,3.0,0.0,3.0,47.0,14.0,15.0,740,9621,475,10730,42,3,61
2018,3,9,72,GWB Lower,16872,16780.0,22.0,2.0,1.0,4.0,0.0,7.0,34.0,9.0,13.0,9315,7047,510,16800,24,5,43
2018,3,9,74,GWB Lower,12915,12840.0,21.0,5.0,1.0,1.0,0.0,3.0,26.0,6.0,12.0,5704,6973,238,12855,26,2,32
2018,4,1,1,Holland,21717,21069.0,148.0,12.0,1.0,1.0,0.0,6.0,80.0,369.0,31.0,8593,12420,704,21106,160,2,449
2018,4,1,2,Holland,26578,26122.0,234.0,39.0,2.0,6.0,0.0,8.0,68.0,60.0,39.0,7876,17597,1105,26169,273,8,128
2018,4,1,3,Holland,46300,45192.0,559.0,184.0,3.0,5.0,0.0,15.0,116.0,142.0,84.0,173,43018,3109,45291,743,8,258
2018,4,1,4,Holland,37651,36825.0,292.0,80.0,0.0,1.0,0.0,16.0,117.0,270.0,50.0,0,35105,2546,36891,372,1,387
2018,4,1,5,Holland,39319,35662.0,2424.0,506.0,9.0,6.0,0.0,67.0,136.0,452.0,57.0,0,36904,2415,35786,2930,15,588
2018,4,1,6,Holland,34065,31183.0,1884.0,432.0,5.0,5.0,0.0,50.0,151.0,303.0,52.0,0,31822,2243,31285,2316,10,454
2018,4,1,7,Holland,18061,17287.0,621.0,48.0,5.0,3.0,0.0,7.0,52.0,21.0,17.0,9417,8061,583,17311,669,8,73
2018,4,1,8,Holland,16693,16263.0,307.0,37.0,1.0,2.0,0.0,4.0,43.0,17.0,19.0,7280,8884,529,16286,344,3,60
2018,4,1,9,Holland,27919,27096.0,516.0,80.0,0.0,3.0,0.0,6.0,105.0,65.0,48.0,121,25783,2015,27150,596,3,170
2018,4,2,1,Lincoln,4651,265.0,27.0,0.0,0.0,0.0,0.0,0.0,2582.0,1774.0,3.0,0,4333,318,268,27,0,4356
2018,4,2,2,Lincoln,3852,2993.0,33.0,0.0,0.0,0.0,0.0,2.0,522.0,226.0,76.0,0,3618,234,3071,33,0,748
2018,4,2,3,Lincoln,4743,61.0,6.0,0.0,0.0,0.0,0.0,0.0,1633.0,3043.0,0.0,0,4584,159,61,6,0,4676
2018,4,2,4,Lincoln,41061,39497.0,107.0,6.0,1.0,5.0,1.0,2.0,190.0,1156.0,96.0,0,38869,2192,39595,113,7,1346
2018,4,2,5,Lincoln,61561,53630.0,121.0,20.0,2.0,4.0,4.0,19.0,587.0,7043.0,131.0,0,58314,3247,53780,141,10,7630
2018,4,2,6,Lincoln,23588,22587.0,300.0,78.0,24.0,19.0,1.0,8.0,136.0,385.0,50.0,5953,16677,958,22645,378,44,521
2018,4,2,7,Lincoln,22929,20822.0,1073.0,247.0,114.0,78.0,1.0,31.0,151.0,387.0,25.0,6914,14756,1259,20878,1320,193,538
2018,4,2,8,Lincoln,33308,26410.0,2486.0,1073.0,538.0,467.0,14.0,119.0,523.0,1626.0,52.0,1408,29569,2331,26581,3559,1019,2149
2018,4,2,9,Lincoln,26862,21121.0,2323.0,726.0,273.0,246.0,2.0,85.0,926.0,1113.0,47.0,3263,21809,1790,21253,3049,521,2039
2018,4,2,10,Lincoln,37395,29903.0,2367.0,1269.0,713.0,365.0,7.0,143.0,863.0,1714.0,51.0,6575,28943,1877,30097,3636,1085,2577
2018,4,2,11,Lincoln,32124,28735.0,1161.0,508.0,142.0,112.0,0.0,99.0,536.0,768.0,63.0,7164,23461,1499,28897,1669,254,1304
2018,4,2,12,Lincoln,29231,26035.0,836.0,497.0,137.0,67.0,0.0,67.0,762.0,764.0,66.0,0,27038,2193,26168,1333,204,1526
2018,4,2,14,Lincoln,9405,342.0,16.0,5.0,0.0,0.0,0.0,0.0,392.0,8650.0,0.0,0,9080,325,342,21,0,9042
2018,4,2,23,Lincoln,17547,13794.0,751.0,322.0,78.0,50.0,2.0,38.0,1381.0,1090.0,41.0,0,16286,1261,13873,1073,130,2471
2018,4,4,1,Bayonne,50854,47308.0,1324.0,654.0,181.0,1102.0,22.0,14.0,195.0,26.0,28.0,0,44461,6393,47350,1978,1305,221
2018,4,5,2,Goethals,5742,5662.0,24.0,10.0,7.0,4.0,0.0,0.0,14.0,10.0,11.0,0,5335,407,5673,34,11,24
2018,4,5,4,Goethals,52277,50798.0,530.0,194.0,73.0,322.0,9.0,38.0,107.0,129.0,77.0,1,48673,3603,50913,724,404,236
2018,4,5,6,Goethals,23063,22241.0,222.0,117.0,52.0,277.0,4.0,18.0,41.0,62.0,29.0,0,21506,1557,22288,339,333,103
2018,4,5,8,Goethals,48220,46137.0,680.0,279.0,124.0,679.0,15.0,56.0,100.0,90.0,60.0,3090,42392,2738,46253,959,818,190
2018,4,5,10,Goethals,39563,37113.0,829.0,320.0,164.0,816.0,19.0,68.0,109.0,84.0,41.0,6408,31063,2092,37222,1149,999,193
2018,4,5,12,Goethals,35762,32321.0,1149.0,373.0,228.0,1324.0,17.0,75.0,102.0,130.0,43.0,8974,25043,1745,32439,1522,1569,232
2018,4,5,14,Goethals,31661,26712.0,1505.0,544.0,331.0,2084.0,46.0,100.0,138.0,172.0,29.0,8366,21561,1734,26841,2049,2461,310
2018,4,5,16,Goethals,44722,35085.0,2031.0,1302.0,781.0,4150.0,205.0,249.0,145.0,730.0,44.0,236,41025,3461,35378,3333,5136,875
2018,4,6,2,Outerbridge,110122,109399.0,378.0,40.0,41.0,79.0,3.0,27.0,62.0,29.0,64.0,0,102065,8057,109490,418,123,91
2018,4,6,4,Outerbridge,99555,86498.0,3981.0,1285.0,1478.0,5463.0,172.0,61.0,154.0,416.0,47.0,0,92628,6927,86606,5266,7113,570
2018,4,6,8,Outerbridge,6719,6523.0,90.0,22.0,22.0,40.0,2.0,6.0,2.0,0.0,12.0,0,6261,458,6541,112,64,2
2018,4,6,10,Outerbridge,10761,10426.0,147.0,33.0,28.0,82.0,2.0,15.0,10.0,3.0,15.0,2305,7881,575,10456,180,112,13
2018,4,6,12,Outerbridge,14459,13912.0,270.0,33.0,14.0,189.0,0.0,15.0,12.0,1.0,13.0,5709,8293,457,13940,303,203,13
2018,4,6,14,Outerbridge,17046,16320.0,287.0,35.0,24.0,305.0,2.0,24.0,26.0,6.0,17.0,6707,9743,596,16361,322,331,32
2018,4,6,16,Outerbridge,14540,13948.0,230.0,45.0,24.0,222.0,7.0,20.0,20.0,2.0,22.0,3566,10519,455,13990,275,253,22
2018,4,7,2,GWB Upper,31880,27991.0,1356.0,441.0,402.0,1448.0,34.0,78.0,62.0,26.0,42.0,1,29352,2527,28111,1797,1884,88
2018,4,7,4,GWB Upper,55904,47219.0,2680.0,852.0,681.0,3855.0,92.0,186.0,169.0,96.0,74.0,0,51640,4265,47479,3532,4628,265
2018,4,7,8,GWB Upper,80173,53291.0,5220.0,1976.0,2743.0,15616.0,377.0,350.0,302.0,232.0,66.0,0,74556,5617,53707,7196,18736,534
2018,4,7,10,GWB Upper,37785,28672.0,2221.0,598.0,840.0,5019.0,97.0,146.0,130.0,41.0,21.0,10279,25811,1701,28839,2819,5956,171
2018,4,7,12,GWB Upper,32547,27812.0,1513.0,391.0,442.0,2064.0,50.0,127.0,102.0,34.0,12.0,16795,14551,1202,27951,1904,2556,136
2018,4,7,14,GWB Upper,30653,26152.0,1221.0,513.0,493.0,1866.0,52.0,137.0,161.0,44.0,14.0,12368,17195,1091,26303,1734,2411,205
2018,4,7,16,GWB Upper,37244,29280.0,1968.0,1093.0,871.0,3083.0,95.0,255.0,414.0,154.0,31.0,771,34182,2291,29566,3061,4049,568
2018,4,7,18,GWB Upper,19270,16472.0,932.0,289.0,194.0,682.0,14.0,71.0,519.0,76.0,21.0,4299,14205,766,16564,1221,890,595
2018,4,7,20,GWB Upper,30753,28482.0,758.0,127.0,116.0,412.0,9.0,65.0,679.0,73.0,32.0,7694,22113,947,28579,885,537,752
2018,4,7,22,GWB Upper,59565,53512.0,1826.0,504.0,323.0,944.0,39.0,66.0,1965.0,292.0,94.0,0,55522,4043,53672,2330,1306,2257
2018,4,7,24,GWB Upper,22306,21905.0,191.0,29.0,10.0,21.0,3.0,32.0,74.0,5.0,36.0,8722,12694,890,21973,220,34,79
2018,4,8,34,GWB PIP,3395,3376.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0,3174,221,3386,3,0,6
2018,4,8,36,GWB PIP,20641,20536.0,7.0,0.0,0.0,0.0,0.0,10.0,54.0,1.0,33.0,0,19550,1091,20579,7,0,55
2018,4,8,38,GWB PIP,21380,21264.0,3.0,0.0,1.0,0.0,0.0,16.0,78.0,1.0,17.0,0,20305,1075,21297,3,1,79
2018,4,8,40,GWB PIP,49442,49097.0,35.0,1.0,1.0,0.0,1.0,5.0,218.0,30.0,54.0,0,46415,3027,49156,36,2,248
2018,4,8,44,GWB PIP,15132,15045.0,13.0,4.0,0.0,0.0,0.0,3.0,46.0,7.0,14.0,3836,10738,558,15062,17,0,53
2018,4,8,46,GWB PIP,9637,9546.0,29.0,10.0,0.0,1.0,0.0,6.0,30.0,0.0,15.0,2758,6543,336,9567,39,1,30
2018,4,9,54,GWB Lower,10940,10848.0,36.0,3.0,1.0,0.0,1.0,7.0,37.0,3.0,4.0,4868,5755,317,10859,39,2,40
2018,4,9,56,GWB Lower,16299,16030.0,123.0,7.0,5.0,6.0,0.0,40.0,62.0,2.0,24.0,7616,8024,659,16094,130,11,64
2018,4,9,58,GWB Lower,34572,34267.0,97.0,5.0,4.0,8.0,1.0,18.0,128.0,8.0,36.0,10598,22204,1770,34321,102,13,136
2018,4,9,60,GWB Lower,76565,75876.0,226.0,16.0,2.0,12.0,1.0,16.0,244.0,74.0,98.0,0,70836,5729,75990,242,15,318
2018,4,9,62,GWB Lower,102992,101899.0,247.0,23.0,5.0,12.0,0.0,10.0,381.0,302.0,113.0,0,95884,7108,102022,270,17,683
2018,4,9,64,GWB Lower,51462,50940.0,67.0,1.0,5.0,2.0,0.0,1.0,138.0,244.0,64.0,0,48788,2674,51005,68,7,382
2018,4,9,68,GWB Lower,23057,22792.0,61.0,3.0,1.0,2.0,0.0,14.0,65.0,61.0,58.0,153,21901,1003,22864,64,3,126
2018,4,9,70,GWB Lower,9997,9913.0,22.0,6.0,0.0,2.0,0.0,1.0,30.0,11.0,12.0,683,8954,360,9926,28,2,41
2018,4,9,72,GWB Lower,17147,17059.0,17.0,6.0,2.0,2.0,0.0,10.0,35.0,4.0,12.0,9712,6638,797,17081,23,4,39
2018,4,9,74,GWB Lower,12482,12392.0,21.0,6.0,0.0,2.0,0.0,6.0,36.0,3.0,16.0,5711,6576,195,12414,27,2,39
2018,5,1,1,Holland,21699,21099.0,128.0,22.0,1.0,3.0,0.0,11.0,71.0,339.0,25.0,8447,12587,665,21135,150,4,410
2018,5,1,2,Holland,25992,25534.0,247.0,32.0,3.0,0.0,0.0,15.0,62.0,77.0,22.0,7761,17179,1052,25571,279,3,139
2018,5,1,3,Holland,42420,41303.0,565.0,164.0,1.0,9.0,0.0,19.0,138.0,148.0,73.0,468,38932,3020,41395,729,10,286
2018,5,1,4,Holland,40030,39061.0,337.0,92.0,1.0,3.0,0.0,19.0,125.0,318.0,74.0,0,37165,2865,39154,429,4,443
2018,5,1,5,Holland,39013,35341.0,2399.0,516.0,7.0,8.0,0.0,49.0,153.0,487.0,53.0,0,36620,2393,35443,2915,15,640
2018,5,1,6,Holland,34126,31201.0,1919.0,466.0,1.0,5.0,0.0,49.0,142.0,286.0,57.0,0,31743,2383,31307,2385,6,428
2018,5,1,7,Holland,17939,17213.0,568.0,44.0,2.0,4.0,1.0,6.0,48.0,32.0,21.0,8846,8488,605,17240,612,7,80
2018,5,1,8,Holland,17020,16515.0,368.0,35.0,5.0,3.0,0.0,5.0,51.0,28.0,10.0,6905,9532,583,16530,403,8,79
2018,5,1,9,Holland,27093,26318.0,484.0,71.0,0.0,2.0,0.0,10.0,91.0,67.0,50.0,341,24899,1853,26378,555,2,158
2018,5,2,1,Lincoln,4639,230.0,30.0,3.0,0.0,0.0,0.0,0.0,2611.0,1765.0,0.0,0,4382,257,230,33,0,4376
2018,5,2,2,Lincoln,3245,2593.0,28.0,2.0,0.0,0.0,0.0,4.0,369.0,179.0,70.0,0,3024,221,2667,30,0,548
2018,5,2,3,Lincoln,4663,87.0,8.0,0.0,0.0,0.0,0.0,0.0,1594.0,2974.0,0.0,0,4469,194,87,8,0,4568
2018,5,2,4,Lincoln,42461,40918.0,105.0,13.0,0.0,0.0,2.0,3.0,184.0,1147.0,89.0,0,40241,2220,41010,118,2,1331
2018,5,2,5,Lincoln,56645,48681.0,120.0,29.0,1.0,5.0,3.0,10.0,588.0,7089.0,119.0,0,53732,2913,48810,149,9,7677
2018,5,2,6,Lincoln,23252,22166.0,337.0,90.0,33.0,8.0,1.0,8.0,178.0,383.0,48.0,5266,17067,919,22222,427,42,561
2018,5,2,7,Lincoln,23748,21515.0,1098.0,258.0,73.0,94.0,1.0,34.0,161.0,484.0,30.0,6374,16119,1255,21579,1356,168,645
2018,5,2,8,Lincoln,26714,21589.0,1900.0,785.0,413.0,383.0,12.0,79.0,392.0,1124.0,37.0,2677,22265,1772,21705,2685,808,1516
2018,5,2,9,Lincoln,31825,24122.0,2886.0,1097.0,444.0,364.0,13.0,111.0,1253.0,1490.0,45.0,1914,27853,2058,24278,3983,821,2743
2018,5,2,10,Lincoln,35838,28805.0,2229.0,1307.0,576.0,331.0,4.0,185.0,779.0,1571.0,51.0,6585,27406,1847,29041,3536,911,2350
2018,5,2,11,Lincoln,33149,29314.0,1317.0,773.0,208.0,141.0,4.0,111.0,461.0,772.0,48.0,7200,24436,1513,29473,2090,353,1233
2018,5,2,12,Lincoln,28118,24916.0,628.0,594.0,135.0,71.0,2.0,70.0,812.0,832.0,58.0,0,26084,2034,25044,1222,208,1644
2018,5,2,14,Lincoln,9407,372.0,17.0,5.0,0.0,0.0,0.0,0.0,374.0,8639.0,0.0,0,9032,375,372,22,0,9013
2018,5,2,23,Lincoln,19196,15343.0,820.0,383.0,72.0,41.0,0.0,40.0,1306.0,1156.0,35.0,0,17859,1337,15418,1203,113,2462
2018,5,4,1,Bayonne,43793,40361.0,1272.0,548.0,206.0,1143.0,23.0,13.0,188.0,23.0,16.0,0,38642,5151,40390,1820,1372,211
2018,5,5,2,Goethals,6015,5927.0,27.0,6.0,1.0,10.0,1.0,2.0,17.0,15.0,9.0,0,5579,436,5938,33,12,32
2018,5,5,4,Goethals,54595,53309.0,448.0,158.0,49.0,282.0,14.0,38.0,125.0,116.0,56.0,0,50927,3668,53403,606,345,241
2018,5,5,6,Goethals,23602,22655.0,261.0,147.0,67.0,295.0,4.0,25.0,39.0,85.0,24.0,0,21938,1664,22704,408,366,124
2018,5,5,8,Goethals,44784,42913.0,602.0,250.0,125.0,635.0,10.0,41.0,87.0,80.0,41.0,2777,39488,2519,42995,852,770,167
2018,5,5,10,Goethals,39731,37150.0,914.0,378.0,152.0,824.0,19.0,65.0,103.0,83.0,43.0,6029,31552,2150,37258,1292,995,186
2018,5,5,12,Goethals,31704,28849.0,1016.0,338.0,162.0,1032.0,18.0,74.0,94.0,102.0,19.0,8677,21534,1493,28942,1354,1212,196
2018,5,5,14,Goethals,27976,23754.0,1301.0,448.0,272.0,1823.0,43.0,93.0,81.0,135.0,26.0,7975,18557,1444,23873,1749,2138,216
2018,5,5,16,Goethals,47142,36569.0,2337.0,1495.0,779.0,4498.0,247.0,217.0,167.0,787.0,46.0,1,43587,3554,36832,3832,5524,954
2018,5,6,2,Outerbridge,108282,107616.0,367.0,38.0,38.0,97.0,4.0,27.0,46.0,30.0,19.0,0,100307,7975,107662,405,139,76
2018,5,6,4,Outerbridge,98490,85322.0,4022.0,1307.0,1620.0,5406.0,142.0,47.0,156.0,448.0,20.0,0,91528,6962,85389,5329,7168,604
2018,5,6,8,Outerbridge,6792,6581.0,72.0,44.0,26.0,40.0,1.0,10.0,10.0,2.0,6.0,97,6222,473,6597,116,67,12
2018,5,6,10,Outerbridge,10577,10248.0,126.0,42.0,18.0,98.0,0.0,14.0,9.0,2.0,20.0,2681,7352,544,10282,168,116,11
2018,5,6,12,Outerbridge,13691,13124.0,283.0,38.0,21.0,167.0,1.0,21.0,17.0,1.0,18.0,5588,7688,415,13163,321,189,18
2018,5,6,14,Outerbridge,16760,15973.0,330.0,45.0,35.0,315.0,0.0,19.0,24.0,5.0,14.0,6197,9950,613,16006,375,350,29
2018,5,6,16,Outerbridge,13891,13358.0,210.0,36.0,25.0,211.0,5.0,16.0,14.0,4.0,12.0,3205,10204,482,13386,246,241,18
2018,5,7,2,GWB Upper,36165,31926.0,1528.0,431.0,402.0,1637.0,23.0,60.0,79.0,41.0,38.0,0,33284,2881,32024,1959,2062,120
2018,5,7,4,GWB Upper,56781,45970.0,2920.0,995.0,964.0,5247.0,144.0,173.0,170.0,137.0,61.0,0,52385,4397,46204,3915,6355,307
2018,5,7,6,GWB Upper,182,112.0,40.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,15.0,0,110,72,139,40,0,3
2018,5,7,8,GWB Upper,71490,47596.0,4991.0,1718.0,2267.0,13754.0,276.0,266.0,324.0,227.0,71.0,0,65491,5999,47933,6709,16297,551
2018,5,7,10,GWB Upper,36838,27864.0,2167.0,606.0,806.0,4897.0,116.0,151.0,153.0,45.0,33.0,10284,24950,1609,28048,2773,5819,198
2018,5,7,12,GWB Upper,33289,28336.0,1479.0,431.0,459.0,2186.0,59.0,133.0,160.0,35.0,11.0,16292,15577,1421,28480,1910,2704,195
2018,5,7,14,GWB Upper,32582,27910.0,1337.0,537.0,470.0,1866.0,70.0,153.0,168.0,48.0,23.0,12248,19064,1270,28086,1874,2406,216
2018,5,7,16,GWB Upper,40151,32099.0,1947.0,1165.0,929.0,3097.0,89.0,229.0,405.0,151.0,40.0,1145,36441,2566,32368,3112,4115,556
2018,5,7,18,GWB Upper,20130,17222.0,909.0,309.0,181.0,740.0,17.0,97.0,567.0,72.0,16.0,4722,14676,733,17335,1218,938,639
2018,5,7,20,GWB Upper,30695,28370.0,761.0,141.0,97.0,367.0,1.0,72.0,750.0,97.0,39.0,7419,22400,876,28481,902,465,847
2018,5,7,22,GWB Upper,58669,53058.0,1698.0,453.0,300.0,822.0,26.0,72.0,1885.0,268.0,87.0,0,54773,3896,53217,2151,1148,2153
2018,5,7,24,GWB Upper,22983,22492.0,250.0,33.0,21.0,31.0,9.0,34.0,71.0,13.0,29.0,8334,13803,846,22555,283,61,84
2018,5,8,34,GWB PIP,3618,3594.0,3.0,1.0,0.0,0.0,0.0,2.0,11.0,0.0,7.0,0,3354,264,3603,4,0,11
2018,5,8,36,GWB PIP,19859,19767.0,13.0,0.0,0.0,0.0,0.0,4.0,50.0,1.0,24.0,0,18913,946,19795,13,0,51
2018,5,8,38,GWB PIP,21864,21743.0,8.0,0.0,1.0,0.0,0.0,4.0,81.0,0.0,27.0,0,20767,1097,21774,8,1,81
2018,5,8,40,GWB PIP,49197,48834.0,42.0,5.0,1.0,1.0,0.0,2.0,221.0,33.0,58.0,0,46398,2799,48894,47,2,254
2018,5,8,44,GWB PIP,15498,15411.0,6.0,5.0,0.0,0.0,0.0,2.0,58.0,6.0,10.0,3774,11130,594,15423,11,0,64
2018,5,8,46,GWB PIP,9678,9585.0,35.0,11.0,0.0,0.0,0.0,4.0,27.0,2.0,14.0,2671,6681,326,9603,46,0,29
2018,5,9,56,GWB Lower,28292,28028.0,92.0,5.0,3.0,1.0,2.0,20.0,107.0,4.0,30.0,12248,15175,869,28078,97,6,111
2018,5,9,58,GWB Lower,33577,33267.0,113.0,12.0,1.0,7.0,0.0,22.0,118.0,9.0,28.0,9744,21904,1929,33317,125,8,127
2018,5,9,60,GWB Lower,68675,68064.0,196.0,15.0,7.0,9.0,1.0,6.0,222.0,80.0,75.0,0,63592,5083,68145,211,17,302
2018,5,9,62,GWB Lower,93208,92177.0,197.0,22.0,2.0,10.0,0.0,13.0,386.0,301.0,100.0,0,87054,6154,92290,219,12,687
2018,5,9,64,GWB Lower,48324,47785.0,91.0,1.0,5.0,3.0,0.0,2.0,149.0,234.0,54.0,0,45781,2543,47841,92,8,383
2018,5,9,68,GWB Lower,22478,22222.0,53.0,6.0,2.0,4.0,0.0,4.0,75.0,52.0,60.0,191,21293,994,22286,59,6,127
2018,5,9,70,GWB Lower,10858,10752.0,27.0,13.0,0.0,1.0,0.0,4.0,33.0,8.0,20.0,1010,9373,475,10776,40,1,41
2018,5,9,72,GWB Lower,17021,16912.0,24.0,5.0,2.0,5.0,0.0,7.0,49.0,10.0,7.0,9222,7059,740,16926,29,7,59
2018,5,9,74,GWB Lower,12875,12795.0,16.0,1.0,0.0,1.0,0.0,7.0,39.0,4.0,12.0,5373,7265,237,12814,17,1,43
2018,6,1,1,Holland,21203,20576.0,147.0,14.0,0.0,1.0,0.0,7.0,79.0,358.0,21.0,7933,12635,635,20604,161,1,437
2018,6,1,2,Holland,26625,26181.0,210.0,36.0,0.0,1.0,0.0,12.0,67.0,85.0,33.0,7871,17697,1057,26226,246,1,152
2018,6,1,3,Holland,44140,42974.0,571.0,192.0,4.0,8.0,0.0,25.0,127.0,171.0,68.0,317,40856,2967,43067,763,12,298
2018,6,1,4,Holland,37837,36884.0,362.0,87.0,0.0,2.0,1.0,7.0,135.0,293.0,66.0,0,35258,2579,36957,449,3,428
2018,6,1,5,Holland,38492,34860.0,2328.0,513.0,11.0,8.0,0.0,59.0,175.0,498.0,40.0,0,36206,2286,34959,2841,19,673
2018,6,1,6,Holland,33321,30527.0,1785.0,431.0,3.0,4.0,3.0,50.0,163.0,317.0,38.0,0,31207,2114,30615,2216,10,480
2018,6,1,7,Holland,18254,17579.0,516.0,53.0,2.0,4.0,0.0,7.0,52.0,22.0,19.0,9077,8545,632,17605,569,6,74
2018,6,1,8,Holland,16400,15909.0,357.0,32.0,3.0,0.0,0.0,6.0,43.0,35.0,15.0,6540,9341,519,15930,389,3,78
2018,6,1,9,Holland,27967,27237.0,464.0,69.0,1.0,0.0,0.0,4.0,95.0,60.0,37.0,242,25809,1916,27278,533,1,155
2018,6,2,1,Lincoln,4630,270.0,35.0,6.0,0.0,0.0,0.0,0.0,2525.0,1794.0,0.0,0,4388,242,270,41,0,4319
2018,6,2,2,Lincoln,2872,2339.0,26.0,2.0,0.0,0.0,0.0,5.0,317.0,133.0,50.0,0,2674,198,2394,28,0,450
2018,6,2,3,Lincoln,4555,81.0,5.0,0.0,0.0,0.0,0.0,0.0,1546.0,2923.0,0.0,0,4420,135,81,5,0,4469
2018,6,2,4,Lincoln,44189,42442.0,96.0,13.0,1.0,1.0,1.0,9.0,234.0,1295.0,97.0,0,41838,2351,42548,109,3,1529
2018,6,2,5,Lincoln,56769,48801.0,128.0,29.0,1.0,7.0,1.0,9.0,572.0,7111.0,110.0,0,53894,2875,48920,157,9,7683
2018,6,2,6,Lincoln,20928,20010.0,313.0,56.0,18.0,19.0,4.0,7.0,160.0,315.0,26.0,5406,14638,884,20043,369,41,475
2018,6,2,7,Lincoln,23766,21678.0,979.0,221.0,102.0,73.0,3.0,35.0,210.0,431.0,34.0,6791,15705,1270,21747,1200,178,641
2018,6,2,8,Lincoln,29149,23472.0,2134.0,994.0,570.0,424.0,9.0,97.0,308.0,1095.0,46.0,2726,24513,1910,23615,3128,1003,1403
2018,6,2,9,Lincoln,33817,26579.0,2690.0,802.0,303.0,267.0,2.0,106.0,1362.0,1668.0,38.0,2307,29398,2112,26723,3492,572,3030
2018,6,2,10,Lincoln,38846,30976.0,2368.0,1239.0,573.0,331.0,7.0,134.0,1103.0,2059.0,56.0,4259,32453,2134,31166,3607,911,3162
2018,6,2,11,Lincoln,28133,25101.0,1087.0,515.0,167.0,109.0,0.0,65.0,473.0,586.0,30.0,6221,20528,1384,25196,1602,276,1059
2018,6,2,12,Lincoln,21320,19280.0,690.0,304.0,95.0,65.0,0.0,40.0,405.0,406.0,35.0,2873,17220,1227,19355,994,160,811
