Year,Week_of_Year,FAC,LANE,FAC_B,TOTAL,CLASS 1,CLASS 2,CLASS 3,CLASS 4,CLASS 5,CLASS 6,CLASS 7,CLASS 8,CLASS 9,CLASS 11,CASH,EZPASS,VIOLATION,Autos,Small_T,Large_T,Buses
2013,1,1,1,Holland,32065,31611.0,144.0,29.0,0.0,6.0,1.0,6.0,117.0,109.0,42.0,15712,15860,493,31659,173,7,226
2013,1,1,2,Holland,30921,30531.0,152.0,10.0,2.0,5.0,0.0,10.0,101.0,34.0,76.0,18894,11689,338,30617,162,7,135
2013,1,1,3,Holland,52706,51848.0,280.0,40.0,3.0,8.0,0.0,15.0,197.0,201.0,114.0,3673,47634,1399,51977,320,11,398
2013,1,1,4,Holland,50525,49259.0,268.0,122.0,0.0,3.0,0.0,10.0,290.0,452.0,121.0,0,49209,1316,49390,390,3,742
2013,1,1,5,Holland,45248,41763.0,1875.0,565.0,6.0,15.0,0.0,33.0,211.0,689.0,91.0,0,44148,1100,41887,2440,21,900
2013,1,1,6,Holland,37843,34892.0,1630.0,352.0,26.0,35.0,0.0,30.0,181.0,618.0,79.0,0,36902,941,35001,1982,61,799
2013,1,1,7,Holland,27364,25922.0,746.0,193.0,3.0,5.0,0.0,16.0,141.0,277.0,61.0,2130,24483,751,25999,939,8,418
2013,1,1,8,Holland,26536,25635.0,699.0,36.0,2.0,3.0,0.0,22.0,99.0,21.0,19.0,22093,4274,169,25676,735,5,120
2013,1,1,9,Holland,22462,21766.0,391.0,32.0,1.0,4.0,0.0,14.0,140.0,81.0,33.0,12160,10054,248,21813,423,5,221
2013,1,2,1,Lincoln,3331,255.0,62.0,10.0,0.0,0.0,0.0,1.0,1804.0,1198.0,1.0,0,3200,131,257,72,0,3002
2013,1,2,2,Lincoln,1135,848.0,31.0,1.0,0.0,0.0,0.0,0.0,118.0,108.0,29.0,0,1079,56,877,32,0,226
2013,1,2,4,Lincoln,40349,37488.0,70.0,10.0,0.0,2.0,0.0,6.0,656.0,2006.0,111.0,0,39571,778,37605,80,2,2662
2013,1,2,5,Lincoln,64673,63141.0,97.0,21.0,5.0,3.0,1.0,14.0,459.0,801.0,131.0,0,63285,1388,63286,118,9,1260
2013,1,2,6,Lincoln,23287,22700.0,243.0,16.0,7.0,7.0,0.0,13.0,124.0,164.0,13.0,15312,7648,327,22726,259,14,288
2013,1,2,7,Lincoln,26833,25137.0,780.0,83.0,36.0,56.0,1.0,44.0,219.0,451.0,26.0,16272,10042,519,25207,863,93,670
2013,1,2,8,Lincoln,36729,29296.0,2614.0,813.0,374.0,303.0,3.0,98.0,730.0,2432.0,66.0,5258,30392,1079,29460,3427,680,3162
2013,1,2,9,Lincoln,45735,30090.0,2962.0,1579.0,598.0,451.0,15.0,119.0,1835.0,8014.0,72.0,0,44319,1416,30281,4541,1064,9849
2013,1,2,10,Lincoln,34448,25203.0,2239.0,963.0,254.0,190.0,3.0,86.0,1725.0,3705.0,80.0,1393,32162,893,25369,3202,447,5430
2013,1,2,11,Lincoln,24121,22063.0,855.0,109.0,41.0,66.0,2.0,47.0,448.0,458.0,32.0,16515,7282,324,22142,964,109,906
2013,1,2,12,Lincoln,22892,21187.0,561.0,85.0,32.0,41.0,1.0,32.0,485.0,416.0,52.0,10819,11728,345,21271,646,74,901
2013,1,2,14,Lincoln,7597,55.0,12.0,1.0,0.0,0.0,0.0,0.0,422.0,7107.0,0.0,0,7433,165,55,13,0,7529
2013,1,2,23,Lincoln,34408,25227.0,797.0,402.0,88.0,37.0,1.0,11.0,3890.0,3864.0,91.0,0,33518,890,25329,1199,126,7754
2013,1,4,2,Bayonne,9290,8982.0,75.0,86.0,10.0,86.0,1.0,6.0,9.0,14.0,21.0,55,8953,282,9009,161,97,23
2013,1,4,4,Bayonne,24965,22538.0,560.0,608.0,87.0,959.0,13.0,30.0,71.0,52.0,47.0,0,24053,912,22615,1168,1059,123
2013,1,4,6,Bayonne,16360,15223.0,354.0,197.0,46.0,409.0,4.0,13.0,58.0,27.0,29.0,4254,11786,320,15265,551,459,85
2013,1,4,8,Bayonne,16450,14784.0,482.0,255.0,95.0,630.0,16.0,22.0,108.0,35.0,23.0,4229,11845,376,14829,737,741,143
2013,1,5,4,Goethals,45659,45020.0,180.0,49.0,33.0,169.0,6.0,18.0,63.0,52.0,69.0,0,44303,1356,45107,229,208,115
2013,1,5,6,Goethals,85162,81193.0,1127.0,377.0,235.0,1642.0,16.0,63.0,174.0,246.0,89.0,0,82881,2281,81345,1504,1893,420
2013,1,5,8,Goethals,53532,44471.0,2517.0,1149.0,576.0,4008.0,38.0,104.0,175.0,437.0,57.0,83,52037,1412,44632,3666,4622,612
2013,1,5,10,Goethals,27161,23682.0,862.0,420.0,260.0,1628.0,17.0,53.0,107.0,118.0,14.0,14256,12320,586,23749,1282,1905,225
2013,1,5,12,Goethals,26918,23997.0,773.0,347.0,147.0,1323.0,25.0,43.0,70.0,181.0,12.0,15350,11141,427,24052,1120,1495,251
2013,1,5,14,Goethals,23893,21560.0,592.0,275.0,106.0,998.0,20.0,37.0,81.0,210.0,14.0,13569,9992,332,21611,867,1124,291
2013,1,5,16,Goethals,19752,17984.0,397.0,312.0,48.0,770.0,24.0,27.0,67.0,111.0,12.0,10359,9129,264,18023,709,842,178
2013,1,6,2,Outerbridge,115941,115289.0,318.0,39.0,37.0,118.0,11.0,6.0,80.0,20.0,23.0,0,111177,4764,115318,357,166,100
2013,1,6,4,Outerbridge,89182,77623.0,3482.0,813.0,1005.0,5417.0,285.0,18.0,155.0,366.0,18.0,0,85890,3292,77659,4295,6707,521
2013,1,6,8,Outerbridge,6458,6242.0,121.0,18.0,10.0,39.0,1.0,3.0,8.0,1.0,15.0,0,6275,183,6260,139,50,9
2013,1,6,10,Outerbridge,13321,12873.0,225.0,34.0,18.0,123.0,2.0,16.0,9.0,9.0,12.0,4601,8462,258,12901,259,143,18
2013,1,6,12,Outerbridge,21215,20381.0,355.0,54.0,34.0,299.0,2.0,30.0,27.0,20.0,13.0,10510,10375,330,20424,409,335,47
2013,1,6,14,Outerbridge,23772,22582.0,497.0,62.0,31.0,532.0,1.0,19.0,30.0,4.0,14.0,13584,9939,249,22615,559,564,34
2013,1,6,16,Outerbridge,21384,20469.0,377.0,54.0,33.0,377.0,9.0,24.0,25.0,7.0,9.0,9987,11197,200,20502,431,419,32
2013,1,7,2,GWB Upper,11733,10872.0,315.0,109.0,65.0,325.0,4.0,5.0,14.0,4.0,20.0,0,11372,361,10897,424,394,18
2013,1,7,4,GWB Upper,46461,42076.0,1402.0,441.0,369.0,1895.0,39.0,68.0,71.0,42.0,58.0,0,45339,1122,42202,1843,2303,113
2013,1,7,6,GWB Upper,58159,47117.0,2792.0,889.0,942.0,5882.0,129.0,139.0,109.0,82.0,78.0,0,56713,1446,47334,3681,6953,191
2013,1,7,8,GWB Upper,71435,44597.0,4505.0,1618.0,2807.0,16835.0,331.0,240.0,242.0,178.0,82.0,0,69893,1542,44919,6123,19973,420
2013,1,7,10,GWB Upper,33559,28117.0,1334.0,255.0,395.0,3168.0,37.0,118.0,106.0,12.0,17.0,21467,11564,528,28252,1589,3600,118
2013,1,7,12,GWB Upper,32448,28943.0,1118.0,165.0,206.0,1722.0,6.0,159.0,108.0,13.0,8.0,27035,4899,514,29110,1283,1934,121
2013,1,7,14,GWB Upper,31335,27712.0,976.0,288.0,305.0,1733.0,29.0,94.0,144.0,37.0,17.0,22012,8900,423,27823,1264,2067,181
2013,1,7,16,GWB Upper,31281,23531.0,1939.0,876.0,773.0,3310.0,49.0,102.0,483.0,160.0,58.0,979,29364,938,23691,2815,4132,643
2013,1,7,18,GWB Upper,23984,21655.0,834.0,196.0,119.0,707.0,8.0,51.0,333.0,63.0,18.0,13318,10405,261,21724,1030,834,396
2013,1,7,20,GWB Upper,31818,29884.0,815.0,91.0,66.0,424.0,3.0,36.0,418.0,52.0,29.0,17500,14016,302,29949,906,493,470
2013,1,7,22,GWB Upper,70047,63541.0,1680.0,371.0,230.0,1098.0,11.0,48.0,2518.0,420.0,130.0,0,68472,1575,63719,2051,1339,2938
2013,1,7,24,GWB Upper,25939,25536.0,231.0,11.0,7.0,48.0,2.0,14.0,67.0,2.0,21.0,16634,9021,284,25571,242,57,69
2013,1,8,34,GWB PIP,2106,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0,2016,90,2105,0,0,1
2013,1,8,36,GWB PIP,31019,30874.0,17.0,1.0,0.0,0.0,0.0,2.0,54.0,0.0,71.0,0,30241,778,30947,18,0,54
2013,1,8,38,GWB PIP,28934,28797.0,18.0,1.0,0.0,1.0,0.0,1.0,54.0,12.0,50.0,0,28382,552,28848,19,1,66
2013,1,8,40,GWB PIP,55420,55154.0,44.0,4.0,1.0,1.0,0.0,2.0,116.0,11.0,87.0,0,54037,1383,55243,48,2,127
2013,1,8,42,GWB PIP,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,0
2013,1,8,44,GWB PIP,16722,16664.0,11.0,0.0,1.0,0.0,0.0,6.0,29.0,0.0,11.0,8906,7213,603,16681,11,1,29
2013,1,8,46,GWB PIP,13988,13917.0,23.0,5.0,1.0,1.0,0.0,3.0,30.0,0.0,8.0,6939,6701,348,13928,28,2,30
2013,1,9,54,GWB Lower,19934,19784.0,15.0,0.0,1.0,4.0,0.0,6.0,110.0,1.0,13.0,13344,6305,285,19803,15,5,111
2013,1,9,56,GWB Lower,27639,27443.0,41.0,4.0,2.0,4.0,0.0,16.0,109.0,4.0,16.0,16811,8760,2068,27475,45,6,113
2013,1,9,58,GWB Lower,29879,29625.0,65.0,7.0,4.0,4.0,1.0,6.0,105.0,19.0,43.0,7320,21756,803,29674,72,9,124
2013,1,9,60,GWB Lower,72564,71928.0,121.0,14.0,3.0,11.0,0.0,2.0,202.0,114.0,169.0,0,69502,3062,72099,135,14,316
2013,1,9,62,GWB Lower,118930,117956.0,190.0,10.0,3.0,13.0,2.0,8.0,310.0,262.0,176.0,0,114482,4448,118140,200,18,572
2013,1,9,64,GWB Lower,49626,49148.0,59.0,2.0,0.0,4.0,0.0,0.0,127.0,182.0,104.0,0,48383,1243,49252,61,4,309
2013,1,9,68,GWB Lower,15485,15349.0,48.0,6.0,0.0,5.0,0.0,1.0,28.0,13.0,35.0,254,14775,456,15385,54,5,41
2013,1,9,70,GWB Lower,6964,6924.0,17.0,0.0,0.0,1.0,0.0,1.0,12.0,1.0,8.0,2843,4004,117,6933,17,1,13
2013,1,9,72,GWB Lower,19490,19395.0,22.0,2.0,0.0,4.0,0.0,16.0,43.0,0.0,8.0,13297,4740,1453,19419,24,4,43
2013,1,9,74,GWB Lower,13480,13422.0,15.0,1.0,0.0,2.0,0.0,2.0,31.0,2.0,5.0,8919,4466,95,13429,16,2,33
2013,2,1,1,Holland,27035,26504.0,143.0,18.0,2.0,3.0,1.0,8.0,114.0,200.0,42.0,12474,14192,369,26554,161,6,314
2013,2,1,2,Holland,26380,25973.0,166.0,10.0,3.0,5.0,0.0,11.0,122.0,37.0,53.0,14903,11220,257,26037,176,8,159
2013,2,1,3,Holland,47083,46229.0,303.0,62.0,3.0,13.0,1.0,11.0,204.0,138.0,119.0,2210,43690,1183,46359,365,17,342
2013,2,1,4,Holland,44921,43683.0,264.0,122.0,0.0,7.0,0.0,3.0,286.0,419.0,137.0,0,43802,1119,43823,386,7,705
2013,2,1,5,Holland,40739,37469.0,1764.0,572.0,7.0,17.0,2.0,27.0,168.0,623.0,90.0,0,39889,850,37586,2336,26,791
2013,2,1,6,Holland,35368,32429.0,1591.0,377.0,25.0,32.0,0.0,22.0,202.0,575.0,115.0,0,34542,826,32566,1968,57,777
2013,2,1,7,Holland,25566,24092.0,799.0,176.0,2.0,4.0,0.0,18.0,110.0,296.0,69.0,2199,22690,677,24179,975,6,406
2013,2,1,8,Holland,20704,19796.0,709.0,30.0,3.0,3.0,0.0,11.0,100.0,15.0,37.0,15941,4627,136,19844,739,6,115
2013,2,1,9,Holland,19058,18343.0,408.0,35.0,0.0,3.0,0.0,16.0,129.0,85.0,39.0,8375,10490,193,18398,443,3,214
2013,2,2,1,Lincoln,3536,251.0,52.0,8.0,0.0,0.0,0.0,0.0,1871.0,1354.0,0.0,0,3423,113,251,60,0,3225
2013,2,2,2,Lincoln,2177,1440.0,37.0,0.0,0.0,0.0,0.0,0.0,390.0,226.0,84.0,0,2119,58,1524,37,0,616
2013,2,2,4,Lincoln,41732,39566.0,89.0,5.0,3.0,2.0,0.0,3.0,433.0,1508.0,123.0,0,41081,651,39692,94,5,1941
2013,2,2,5,Lincoln,52999,51711.0,84.0,14.0,3.0,2.0,0.0,12.0,355.0,680.0,138.0,0,51939,1060,51861,98,5,1035
2013,2,2,6,Lincoln,20591,19987.0,264.0,13.0,5.0,9.0,0.0,21.0,112.0,135.0,45.0,11494,8820,277,20053,277,14,247
2013,2,2,7,Lincoln,23242,21491.0,988.0,79.0,30.0,69.0,0.0,43.0,163.0,336.0,43.0,10927,11924,391,21577,1067,99,499
2013,2,2,8,Lincoln,31232,25528.0,2132.0,633.0,198.0,235.0,5.0,93.0,598.0,1759.0,51.0,3811,26599,822,25672,2765,438,2357
2013,2,2,9,Lincoln,44188,29358.0,3340.0,1732.0,692.0,598.0,28.0,142.0,1653.0,6566.0,79.0,0,42950,1238,29579,5072,1318,8219
2013,2,2,10,Lincoln,34278,25000.0,2524.0,1126.0,367.0,350.0,6.0,83.0,1580.0,3155.0,87.0,1078,32336,864,25170,3650,723,4735
2013,2,2,11,Lincoln,21037,19183.0,952.0,87.0,53.0,75.0,3.0,31.0,322.0,277.0,54.0,12486,8270,281,19268,1039,131,599
2013,2,2,12,Lincoln,18951,17405.0,608.0,53.0,25.0,36.0,0.0,29.0,415.0,334.0,46.0,8310,10392,249,17480,661,61,749
2013,2,2,14,Lincoln,8617,99.0,8.0,0.0,0.0,0.0,0.0,0.0,498.0,8012.0,0.0,0,8486,132,99,8,0,8510
2013,2,2,23,Lincoln,30120,21767.0,995.0,412.0,144.0,68.0,3.0,17.0,3123.0,3510.0,81.0,0,29494,626,21865,1407,215,6633
2013,2,4,2,Bayonne,12682,12291.0,84.0,119.0,13.0,104.0,0.0,11.0,17.0,19.0,24.0,0,12310,372,12326,203,117,36
2013,2,4,4,Bayonne,35164,31431.0,938.0,834.0,164.0,1464.0,8.0,55.0,108.0,84.0,78.0,0,33964,1200,31564,1772,1636,192
2013,2,4,6,Bayonne,8474,7663.0,278.0,128.0,38.0,269.0,4.0,10.0,61.0,6.0,17.0,3897,4457,120,7690,406,311,67
2013,2,4,8,Bayonne,8674,7626.0,310.0,195.0,56.0,361.0,3.0,20.0,78.0,13.0,12.0,3587,4964,123,7658,505,420,91
2013,2,5,4,Goethals,41659,40881.0,207.0,78.0,51.0,227.0,4.0,16.0,71.0,56.0,68.0,0,40379,1280,40965,285,282,127
2013,2,5,6,Goethals,75731,70377.0,1373.0,636.0,326.0,2343.0,10.0,90.0,185.0,294.0,97.0,0,73611,2120,70564,2009,2679,479
2013,2,5,8,Goethals,44941,36804.0,2253.0,1104.0,525.0,3620.0,26.0,113.0,139.0,290.0,67.0,1035,42729,1177,36984,3357,4171,429
2013,2,5,10,Goethals,21353,17750.0,801.0,457.0,314.0,1729.0,15.0,44.0,74.0,148.0,21.0,9398,11477,478,17815,1258,2058,222
2013,2,5,12,Goethals,22891,19664.0,828.0,389.0,152.0,1527.0,23.0,52.0,66.0,175.0,15.0,12534,10016,341,19731,1217,1702,241
2013,2,5,14,Goethals,20518,17886.0,606.0,347.0,95.0,1213.0,18.0,51.0,94.0,198.0,10.0,10101,10091,326,17947,953,1326,292
2013,2,5,16,Goethals,16160,13998.0,419.0,353.0,82.0,1075.0,29.0,29.0,41.0,129.0,5.0,7646,8253,261,14032,772,1186,170
2013,2,6,2,Outerbridge,104302,103567.0,348.0,37.0,58.0,132.0,14.0,12.0,66.0,12.0,56.0,0,100354,3948,103635,385,204,78
2013,2,6,4,Outerbridge,81019,68408.0,3582.0,935.0,1376.0,5920.0,295.0,27.0,140.0,304.0,32.0,0,78107,2912,68467,4517,7591,444
2013,2,6,8,Outerbridge,5478,5266.0,103.0,27.0,22.0,44.0,0.0,2.0,3.0,1.0,10.0,13,5316,149,5278,130,66,4
2013,2,6,10,Outerbridge,12353,11887.0,191.0,62.0,31.0,119.0,1.0,12.0,25.0,3.0,22.0,4047,8065,241,11921,253,151,28
2013,2,6,12,Outerbridge,16691,15849.0,364.0,60.0,42.0,315.0,0.0,13.0,18.0,16.0,14.0,8353,8110,228,15876,424,357,34
2013,2,6,14,Outerbridge,19716,18424.0,477.0,80.0,47.0,607.0,3.0,24.0,30.0,5.0,19.0,10941,8567,208,18467,557,657,35
2013,2,6,16,Outerbridge,17598,16591.0,398.0,71.0,44.0,426.0,9.0,21.0,15.0,5.0,18.0,8167,9248,183,16630,469,479,20
2013,2,7,2,GWB Upper,11245,9802.0,562.0,158.0,135.0,538.0,5.0,12.0,15.0,3.0,15.0,0,10901,344,9829,720,678,18
2013,2,7,4,GWB Upper,38613,33642.0,1526.0,519.0,418.0,2244.0,28.0,80.0,70.0,38.0,48.0,0,37676,937,33770,2045,2690,108
2013,2,7,6,GWB Upper,48552,37020.0,2791.0,939.0,933.0,6309.0,140.0,147.0,102.0,89.0,82.0,0,47345,1207,37249,3730,7382,191
2013,2,7,8,GWB Upper,61363,35484.0,4270.0,1546.0,2718.0,16279.0,376.0,238.0,186.0,179.0,87.0,0,60114,1250,35809,5816,19373,365
2013,2,7,10,GWB Upper,28998,22826.0,1445.0,306.0,461.0,3688.0,35.0,109.0,92.0,19.0,17.0,15871,12673,456,22952,1751,4184,111
2013,2,7,12,GWB Upper,27247,23082.0,1209.0,200.0,252.0,2216.0,18.0,146.0,100.0,12.0,12.0,21099,5718,431,23240,1409,2486,112
2013,2,7,14,GWB Upper,25394,21719.0,921.0,289.0,343.0,1839.0,25.0,91.0,123.0,24.0,20.0,15982,9099,313,21830,1210,2207,147
2013,2,7,16,GWB Upper,30658,22797.0,1861.0,886.0,822.0,3456.0,67.0,116.0,453.0,147.0,53.0,1163,28745,750,22966,2747,4345,600
2013,2,7,18,GWB Upper,20860,17255.0,1157.0,331.0,219.0,1200.0,26.0,67.0,487.0,93.0,25.0,8298,12242,322,17347,1488,1445,580
2013,2,7,20,GWB Upper,26869,24913.0,711.0,109.0,84.0,480.0,10.0,50.0,414.0,72.0,26.0,12358,14205,306,24989,820,574,486
2013,2,7,22,GWB Upper,60689,54982.0,1397.0,356.0,244.0,965.0,10.0,35.0,2192.0,379.0,129.0,0,59453,1236,55146,1753,1219,2571
2013,2,7,24,GWB Upper,22039,21587.0,250.0,15.0,7.0,44.0,15.0,17.0,82.0,2.0,20.0,13255,8529,255,21624,265,66,84
2013,2,8,34,GWB PIP,3205,3190.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,5.0,0,3068,137,3196,1,0,8
2013,2,8,36,GWB PIP,26804,26668.0,11.0,1.0,1.0,3.0,0.0,0.0,57.0,0.0,63.0,0,26133,671,26731,12,4,57
2013,2,8,38,GWB PIP,26900,26724.0,13.0,0.0,0.0,1.0,0.0,3.0,98.0,10.0,51.0,0,26400,500,26778,13,1,108
2013,2,8,40,GWB PIP,49581,49270.0,35.0,2.0,0.0,1.0,0.0,2.0,161.0,15.0,95.0,0,48274,1307,49367,37,1,176
2013,2,8,42,GWB PIP,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,3,0,0,0
2013,2,8,44,GWB PIP,15263,15194.0,11.0,0.0,0.0,1.0,0.0,2.0,41.0,1.0,13.0,6940,7867,456,15209,11,1,42
2013,2,8,46,GWB PIP,11984,11890.0,20.0,0.0,0.0,0.0,0.0,4.0,41.0,0.0,29.0,5529,6218,237,11923,20,0,41
2013,2,9,54,GWB Lower,16354,16240.0,24.0,2.0,0.0,1.0,0.0,5.0,70.0,1.0,11.0,10518,5706,130,16256,26,1,71
2013,2,9,56,GWB Lower,22538,22351.0,39.0,2.0,1.0,3.0,0.0,27.0,94.0,3.0,18.0,12899,8313,1326,22396,41,4,97
2013,2,9,58,GWB Lower,25990,25730.0,66.0,5.0,3.0,7.0,0.0,11.0,106.0,14.0,48.0,5684,19795,511,25789,71,10,120
2013,2,9,60,GWB Lower,67819,67206.0,128.0,15.0,4.0,21.0,0.0,11.0,185.0,100.0,149.0,0,65504,2315,67366,143,25,285
2013,2,9,62,GWB Lower,105475,104474.0,188.0,17.0,5.0,23.0,0.0,19.0,311.0,264.0,174.0,0,101923,3552,104667,205,28,575
2013,2,9,64,GWB Lower,46284,45833.0,41.0,3.0,0.0,7.0,0.0,5.0,146.0,153.0,96.0,0,45258,1026,45934,44,7,299
2013,2,9,68,GWB Lower,15869,15716.0,57.0,2.0,0.0,9.0,0.0,1.0,40.0,9.0,35.0,224,15258,387,15752,59,9,49
2013,2,9,70,GWB Lower,6826,6771.0,21.0,0.0,0.0,2.0,0.0,1.0,23.0,2.0,6.0,2022,4688,116,6778,21,2,25
2013,2,9,72,GWB Lower,15686,15609.0,17.0,1.0,0.0,7.0,0.0,6.0,32.0,3.0,11.0,10625,4224,837,15626,18,7,35
2013,2,9,74,GWB Lower,10754,10697.0,18.0,0.0,0.0,1.0,0.0,2.0,29.0,0.0,7.0,7024,3672,58,10706,18,1,29
2013,3,1,1,Holland,27852,27211.0,146.0,18.0,0.0,1.0,0.0,3.0,147.0,278.0,48.0,12071,15322,459,27262,164,1,425
2013,3,1,2,Holland,27630,27232.0,179.0,18.0,2.0,6.0,1.0,10.0,103.0,30.0,49.0,16020,11342,268,27291,197,9,133
2013,3,1,3,Holland,47601,46804.0,271.0,50.0,0.0,8.0,1.0,13.0,189.0,151.0,114.0,2516,43859,1226,46931,321,9,340
2013,3,1,4,Holland,47356,46104.0,271.0,118.0,3.0,4.0,2.0,7.0,297.0,406.0,144.0,0,46144,1212,46255,389,9,703
2013,3,1,5,Holland,41748,38534.0,1762.0,512.0,8.0,20.0,1.0,29.0,187.0,604.0,91.0,0,40739,1009,38654,2274,29,791
2013,3,1,6,Holland,36996,34005.0,1690.0,417.0,30.0,28.0,1.0,27.0,203.0,500.0,95.0,0,36083,913,34127,2107,59,703
2013,3,1,7,Holland,25103,23772.0,747.0,150.0,6.0,9.0,0.0,15.0,139.0,219.0,46.0,4580,19903,620,23833,897,15,358
2013,3,1,8,Holland,19346,18406.0,730.0,46.0,0.0,2.0,0.0,13.0,74.0,42.0,33.0,13175,5950,221,18452,776,2,116
2013,3,1,9,Holland,21398,20557.0,515.0,68.0,1.0,3.0,0.0,10.0,98.0,97.0,49.0,9680,11492,226,20616,583,4,195
2013,3,2,1,Lincoln,3778,274.0,44.0,9.0,0.0,0.0,0.0,8.0,2005.0,1437.0,1.0,0,3678,100,283,53,0,3442
2013,3,2,2,Lincoln,2496,1893.0,37.0,5.0,1.0,0.0,0.0,0.0,298.0,182.0,80.0,0,2418,78,1973,42,1,480
2013,3,2,4,Lincoln,33971,32389.0,59.0,4.0,0.0,0.0,0.0,2.0,344.0,1072.0,101.0,0,33400,571,32492,63,0,1416
2013,3,2,5,Lincoln,56751,55441.0,103.0,10.0,3.0,1.0,1.0,7.0,321.0,687.0,177.0,0,55657,1094,55625,113,5,1008
2013,3,2,6,Lincoln,21842,21264.0,252.0,20.0,5.0,6.0,0.0,17.0,124.0,116.0,38.0,12007,9557,278,21319,272,11,240
2013,3,2,7,Lincoln,24611,22852.0,970.0,126.0,45.0,63.0,2.0,41.0,210.0,267.0,35.0,11164,12899,548,22928,1096,110,477
2013,3,2,8,Lincoln,35368,28966.0,2515.0,758.0,279.0,278.0,10.0,104.0,600.0,1774.0,84.0,3865,30422,1081,29154,3273,567,2374
2013,3,2,9,Lincoln,42388,28726.0,2876.0,1365.0,659.0,536.0,45.0,138.0,1482.0,6465.0,96.0,0,41124,1264,28960,4241,1240,7947
2013,3,2,10,Lincoln,34577,25297.0,2404.0,1042.0,377.0,336.0,5.0,74.0,1488.0,3479.0,75.0,1802,31848,927,25446,3446,718,4967
2013,3,2,11,Lincoln,20991,19199.0,974.0,76.0,55.0,75.0,1.0,45.0,307.0,227.0,32.0,13254,7441,296,19276,1050,131,534
2013,3,2,12,Lincoln,21704,19832.0,721.0,124.0,77.0,38.0,0.0,39.0,484.0,336.0,53.0,8725,12630,349,19924,845,115,820
2013,3,2,14,Lincoln,8936,111.0,13.0,0.0,0.0,0.0,0.0,0.0,497.0,8315.0,0.0,0,8820,117,111,13,0,8812
2013,3,2,23,Lincoln,33392,24439.0,1063.0,488.0,157.0,76.0,14.0,16.0,3425.0,3609.0,105.0,0,32621,771,24560,1551,247,7034
2013,3,4,2,Bayonne,14008,13343.0,155.0,165.0,29.0,222.0,2.0,11.0,17.0,36.0,28.0,0,13558,450,13382,320,253,53
2013,3,4,4,Bayonne,32960,29526.0,781.0,857.0,153.0,1350.0,15.0,46.0,101.0,76.0,55.0,0,31772,1188,29627,1638,1518,177
2013,3,4,6,Bayonne,8470,7681.0,263.0,117.0,44.0,300.0,3.0,13.0,35.0,11.0,3.0,3931,4431,108,7697,380,347,46
2013,3,4,8,Bayonne,8614,7579.0,316.0,152.0,58.0,367.0,9.0,18.0,78.0,21.0,16.0,3568,4945,101,7613,468,434,99
2013,3,5,2,Goethals,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,7,8,0,0,0
2013,3,5,4,Goethals,40905,40199.0,194.0,52.0,35.0,212.0,5.0,18.0,60.0,53.0,77.0,0,39636,1269,40294,246,252,113
2013,3,5,6,Goethals,73353,69348.0,1048.0,422.0,282.0,1620.0,10.0,68.0,159.0,290.0,106.0,0,71341,2012,69522,1470,1912,449
2013,3,5,8,Goethals,48647,39177.0,2454.0,1261.0,619.0,4350.0,46.0,128.0,143.0,397.0,72.0,48,47102,1497,39377,3715,5015,540
2013,3,5,10,Goethals,22450,18867.0,881.0,430.0,275.0,1699.0,18.0,53.0,80.0,128.0,19.0,11518,10460,472,18939,1311,1992,208
2013,3,5,12,Goethals,22661,19376.0,830.0,364.0,158.0,1577.0,40.0,79.0,69.0,162.0,6.0,12411,9865,385,19461,1194,1775,231
2013,3,5,14,Goethals,20242,17759.0,549.0,251.0,84.0,1231.0,21.0,40.0,82.0,221.0,4.0,9757,10167,318,17803,800,1336,303
2013,3,5,16,Goethals,15287,13446.0,383.0,255.0,60.0,931.0,33.0,33.0,49.0,88.0,9.0,7576,7503,208,13488,638,1024,137
2013,3,6,2,Outerbridge,104569,103813.0,388.0,41.0,57.0,127.0,14.0,17.0,59.0,22.0,31.0,0,100262,4307,103861,429,198,81
2013,3,6,4,Outerbridge,81396,69104.0,3569.0,877.0,1212.0,5825.0,317.0,22.0,140.0,310.0,20.0,0,78331,3065,69146,4446,7354,450
2013,3,6,8,Outerbridge,5510,5325.0,104.0,17.0,9.0,39.0,0.0,3.0,3.0,0.0,10.0,0,5370,140,5338,121,48,3
2013,3,6,10,Outerbridge,11797,11383.0,184.0,44.0,28.0,114.0,2.0,4.0,22.0,4.0,12.0,3952,7591,254,11399,228,144,26
2013,3,6,12,Outerbridge,17579,16628.0,420.0,56.0,39.0,357.0,3.0,27.0,24.0,13.0,12.0,8662,8663,254,16667,476,399,37
2013,3,6,14,Outerbridge,20213,18889.0,510.0,56.0,46.0,621.0,1.0,29.0,32.0,6.0,23.0,11386,8635,192,18941,566,668,38
2013,3,6,16,Outerbridge,17519,16537.0,360.0,58.0,51.0,425.0,12.0,31.0,26.0,6.0,13.0,7769,9557,193,16581,418,488,32
