Start_Date,End_Date,Carrier_clean,Volume_Bus,Volume_Passenger
06/12/21,10/12/21,cjbuslines,0,0
06/12/21,10/12/21,coachusa,128,3680
06/12/21,10/12/21,decamp,37,411
06/12/21,10/12/21,greyhound,54,1098
06/12/21,10/12/21,hceecommunity,94,1669
06/12/21,10/12/21,lakeland,29,796
06/12/21,10/12/21,martz,18,738
06/12/21,10/12/21,njtransit,2149,51723
06/12/21,10/12/21,peterpanbonanza,28,578
06/12/21,10/12/21,trailways,19,405
06/12/21,10/12/21,transbridge,18,575
13/12/21,17/12/21,academy,35,990
13/12/21,17/12/21,cjbuslines,0,0
13/12/21,17/12/21,coachusa,127,3693
13/12/21,17/12/21,decamp,37,408
13/12/21,17/12/21,greyhound,55,1213
13/12/21,17/12/21,hceecommunity,96,1678
13/12/21,17/12/21,lakeland,29,790
13/12/21,17/12/21,martz,18,739
13/12/21,17/12/21,njtransit,2154,49981
13/12/21,17/12/21,peterpanbonanza,29,657
13/12/21,17/12/21,trailways,19,408
13/12/21,17/12/21,transbridge,18,580
20/12/21,24/12/21,academy,36,626
20/12/21,24/12/21,cjbuslines,0,0
20/12/21,24/12/21,coachusa,128,2375
20/12/21,24/12/21,decamp,37,231
20/12/21,24/12/21,greyhound,55,1213
20/12/21,24/12/21,hceecommunity,96,1678
20/12/21,24/12/21,lakeland,25,476
20/12/21,24/12/21,martz,17,554
20/12/21,24/12/21,njtransit,1977,33589
20/12/21,24/12/21,peterpanbonanza,25,595
20/12/21,24/12/21,trailways,18,330
20/12/21,24/12/21,transbridge,17,356
27/12/21,31/12/21,academy,0,0
27/12/21,31/12/21,cjbuslines,0,0
27/12/21,31/12/21,coachusa,0,0
27/12/21,31/12/21,decamp,0,0
27/12/21,31/12/21,greyhound,0,0
27/12/21,31/12/21,hceecommunity,0,0
27/12/21,31/12/21,lakeland,0,0
27/12/21,31/12/21,martz,0,0
27/12/21,31/12/21,njtransit,0,0
27/12/21,31/12/21,peterpanbonanza,0,0
27/12/21,31/12/21,trailways,0,0
27/12/21,31/12/21,transbridge,0,0
03/01/22,07/01/22,academy,36,626
03/01/22,07/01/22,cjbuslines,0,0
03/01/22,07/01/22,coachusa,128,2375
03/01/22,07/01/22,decamp,37,231
03/01/22,07/01/22,greyhound,44,959
03/01/22,07/01/22,hceecommunity,84,1220
03/01/22,07/01/22,lakeland,25,476
03/01/22,07/01/22,martz,17,554
03/01/22,07/01/22,njtransit,1977,33589
03/01/22,07/01/22,peterpanbonanza,25,595
03/01/22,07/01/22,trailways,18,330
03/01/22,07/01/22,transbridge,17,356
10/01/22,14/01/22,academy,35,659
10/01/22,14/01/22,cjbuslines,0,0
10/01/22,14/01/22,coachusa,124,2381
10/01/22,14/01/22,decamp,35,239
10/01/22,14/01/22,greyhound,42,765
10/01/22,14/01/22,hceecommunity,82,1169
10/01/22,14/01/22,lakeland,25,474
10/01/22,14/01/22,martz,17,570
10/01/22,14/01/22,njtransit,2140,37462
10/01/22,14/01/22,peterpanbonanza,25,384
10/01/22,14/01/22,trailways,19,300
10/01/22,14/01/22,transbridge,18,363
17/01/22,21/01/22,academy,34,775
17/01/22,21/01/22,cjbuslines,0,0
17/01/22,21/01/22,coachusa,123,2685
17/01/22,21/01/22,decamp,37,286
17/01/22,21/01/22,greyhound,42,765
17/01/22,21/01/22,hceecommunity,81,1235
17/01/22,21/01/22,lakeland,25,543
17/01/22,21/01/22,martz,17,606
17/01/22,21/01/22,njtransit,2151,40408
17/01/22,21/01/22,peterpanbonanza,25,471
17/01/22,21/01/22,trailways,18,379
17/01/22,21/01/22,transbridge,18,420
24/01/22,28/01/22,academy,35,815
24/01/22,28/01/22,cjbuslines,0,0
24/01/22,28/01/22,coachusa,129,2874
24/01/22,28/01/22,decamp,37,305
24/01/22,28/01/22,greyhound,45,919
24/01/22,28/01/22,hceecommunity,81,1256
24/01/22,28/01/22,lakeland,25,583
24/01/22,28/01/22,martz,17,640
24/01/22,28/01/22,njtransit,2158,40685
24/01/22,28/01/22,peterpanbonanza,22,410
24/01/22,28/01/22,trailways,17,327
24/01/22,28/01/22,transbridge,18,432
31/01/22,04/02/22,academy,35,849
31/01/22,04/02/22,cjbuslines,0,0
31/01/22,04/02/22,coachusa,130,3188
31/01/22,04/02/22,decamp,37,343
31/01/22,04/02/22,greyhound,40,852
31/01/22,04/02/22,hceecommunity,52,827
31/01/22,04/02/22,lakeland,25,616
31/01/22,04/02/22,martz,17,643
31/01/22,04/02/22,njtransit,2153,45373
31/01/22,04/02/22,peterpanbonanza,18,395
31/01/22,04/02/22,trailways,18,338
31/01/22,04/02/22,transbridge,18,452
07/02/22,11/02/22,academy,35,938
07/02/22,11/02/22,cjbuslines,0,0
07/02/22,11/02/22,coachusa,130,3338
07/02/22,11/02/22,decamp,37,384
07/02/22,11/02/22,greyhound,42,869
07/02/22,11/02/22,hceecommunity,60,846
07/02/22,11/02/22,lakeland,25,667
07/02/22,11/02/22,martz,17,656
07/02/22,11/02/22,njtransit,2154,46402
07/02/22,11/02/22,peterpanbonanza,18,421
07/02/22,11/02/22,trailways,19,336
07/02/22,11/02/22,transbridge,18,490
14/02/22,18/02/22,academy,34,954
14/02/22,18/02/22,cjbuslines,0,0
14/02/22,18/02/22,coachusa,130,3625
14/02/22,18/02/22,decamp,37,422
14/02/22,18/02/22,greyhound,44,1057
14/02/22,18/02/22,hceecommunity,56,774
14/02/22,18/02/22,lakeland,25,740
14/02/22,18/02/22,martz,17,670
14/02/22,18/02/22,njtransit,2144,47466
14/02/22,18/02/22,peterpanbonanza,20,523
14/02/22,18/02/22,trailways,19,384
14/02/22,18/02/22,transbridge,18,517
21/02/22,25/02/22,academy,34,998
21/02/22,25/02/22,cjbuslines,0,0
21/02/22,25/02/22,coachusa,130,3555
21/02/22,25/02/22,decamp,37,431
21/02/22,25/02/22,greyhound,43,1280
21/02/22,25/02/22,hceecommunity,57,788
21/02/22,25/02/22,lakeland,25,757
21/02/22,25/02/22,martz,17,719
21/02/22,25/02/22,njtransit,2147,48692
21/02/22,25/02/22,peterpanbonanza,20,647
21/02/22,25/02/22,trailways,20,473
21/02/22,25/02/22,transbridge,18,541
28/02/22,04/03/22,academy,35,988
28/02/22,04/03/22,cjbuslines,0,0
28/02/22,04/03/22,coachusa,129,3756
28/02/22,04/03/22,decamp,37,460
28/02/22,04/03/22,greyhound,40,1006
28/02/22,04/03/22,hceecommunity,83,1429
28/02/22,04/03/22,lakeland,25,760
28/02/22,04/03/22,martz,16,673
28/02/22,04/03/22,njtransit,2160,51417
28/02/22,04/03/22,peterpanbonanza,21,569
28/02/22,04/03/22,trailways,19,418
28/02/22,04/03/22,transbridge,18,547
07/03/22,11/03/22,academy,35,1054
07/03/22,11/03/22,cjbuslines,0,0
07/03/22,11/03/22,coachusa,130,4111
07/03/22,11/03/22,decamp,37,487
07/03/22,11/03/22,greyhound,44,1201
07/03/22,11/03/22,hceecommunity,85,1587
07/03/22,11/03/22,lakeland,27,995
07/03/22,11/03/22,martz,17,736
07/03/22,11/03/22,njtransit,2158,48835
07/03/22,11/03/22,peterpanbonanza,22,622
07/03/22,11/03/22,trailways,19,460
07/03/22,11/03/22,transbridge,18,567
14/03/22,18/03/22,academy,35,1077
14/03/22,18/03/22,cjbuslines,0,0
14/03/22,18/03/22,coachusa,129,4270
14/03/22,18/03/22,decamp,37,509
14/03/22,18/03/22,greyhound,45,1409
14/03/22,18/03/22,hceecommunity,86,1602
14/03/22,18/03/22,lakeland,30,1114
14/03/22,18/03/22,martz,17,776
14/03/22,18/03/22,njtransit,2156,53623
14/03/22,18/03/22,peterpanbonanza,24,902
14/03/22,18/03/22,trailways,19,508
14/03/22,18/03/22,transbridge,18,596
21/03/22,25/03/22,academy,35,1110
21/03/22,25/03/22,cjbuslines,0,0
21/03/22,25/03/22,coachusa,131,4257
21/03/22,25/03/22,decamp,37,498
21/03/22,25/03/22,greyhound,45,1362
21/03/22,25/03/22,hceecommunity,86,1368
21/03/22,25/03/22,lakeland,29,945
21/03/22,25/03/22,martz,18,760
21/03/22,25/03/22,njtransit,2157,53698
21/03/22,25/03/22,peterpanbonanza,24,809
21/03/22,25/03/22,trailways,20,553
21/03/22,25/03/22,transbridge,18,599
28/03/22,01/04/22,academy,35,1138
28/03/22,01/04/22,cjbuslines,0,0
28/03/22,01/04/22,coachusa,130,4338
28/03/22,01/04/22,decamp,37,514
28/03/22,01/04/22,greyhound,46,1271
28/03/22,01/04/22,hceecommunity,85,1419
28/03/22,01/04/22,lakeland,28,943
28/03/22,01/04/22,martz,18,751
28/03/22,01/04/22,njtransit,2141,53814
28/03/22,01/04/22,peterpanbonanza,23,722
28/03/22,01/04/22,trailways,20,483
28/03/22,01/04/22,transbridge,18,598
04/04/22,08/04/22,academy,35,1152
04/04/22,08/04/22,cjbuslines,0,0
04/04/22,08/04/22,coachusa,133,4463
04/04/22,08/04/22,decamp,39,524
04/04/22,08/04/22,greyhound,46,1297
04/04/22,08/04/22,hceecommunity,86,1366
04/04/22,08/04/22,lakeland,28,1009
04/04/22,08/04/22,martz,18,767
04/04/22,08/04/22,njtransit,2142,53966
04/04/22,08/04/22,peterpanbonanza,23,649
04/04/22,08/04/22,trailways,19,474
04/04/22,08/04/22,transbridge,19,612
11/04/22,15/04/22,academy,35,1104
11/04/22,15/04/22,cjbuslines,0,0
11/04/22,15/04/22,coachusa,133,4214
11/04/22,15/04/22,decamp,40,523
11/04/22,15/04/22,greyhound,47,1483
11/04/22,15/04/22,hceecommunity,87,1468
11/04/22,15/04/22,lakeland,30,953
11/04/22,15/04/22,martz,18,775
11/04/22,15/04/22,njtransit,2156,55168
11/04/22,15/04/22,peterpanbonanza,26,914
11/04/22,15/04/22,trailways,19,520
11/04/22,15/04/22,transbridge,19,632
18/04/22,22/04/22,academy,33,966
18/04/22,22/04/22,cjbuslines,0,0
18/04/22,22/04/22,coachusa,129,3953
18/04/22,22/04/22,decamp,40,496
18/04/22,22/04/22,greyhound,48,1641
18/04/22,22/04/22,hceecommunity,84,1402
18/04/22,22/04/22,lakeland,30,868
18/04/22,22/04/22,martz,18,733
18/04/22,22/04/22,njtransit,2165,55503
18/04/22,22/04/22,peterpanbonanza,29,1191
18/04/22,22/04/22,trailways,22,696
18/04/22,22/04/22,transbridge,19,624
25/04/22,29/04/22,academy,34,1127
25/04/22,29/04/22,cjbuslines,0,0
25/04/22,29/04/22,coachusa,133,4443
25/04/22,29/04/22,decamp,40,563
25/04/22,29/04/22,greyhound,47,1307
25/04/22,29/04/22,hceecommunity,84,1402
25/04/22,29/04/22,lakeland,30,1026
25/04/22,29/04/22,martz,18,753
25/04/22,29/04/22,njtransit,2148,55714
25/04/22,29/04/22,peterpanbonanza,25,661
25/04/22,29/04/22,trailways,20,496
25/04/22,29/04/22,transbridge,19,605
02/05/22,06/05/22,academy,35,1152
02/05/22,06/05/22,cjbuslines,0,0
02/05/22,06/05/22,coachusa,135,4175
02/05/22,06/05/22,decamp,40,550
02/05/22,06/05/22,greyhound,46,1336
02/05/22,06/05/22,hceecommunity,79,1077
02/05/22,06/05/22,lakeland,30,997
02/05/22,06/05/22,martz,17,740
02/05/22,06/05/22,njtransit,2146,55820
02/05/22,06/05/22,peterpanbonanza,24,688
02/05/22,06/05/22,trailways,20,533
02/05/22,06/05/22,transbridge,19,619
09/05/22,13/05/22,academy,35,1140.2
09/05/22,13/05/22,cjbuslines,0,0
09/05/22,13/05/22,coachusa,132,4504
09/05/22,13/05/22,decamp,40,560
09/05/22,13/05/22,greyhound,46,1435
09/05/22,13/05/22,hceecommunity,87,1399
09/05/22,13/05/22,lakeland,30,1028
09/05/22,13/05/22,martz,18,764
09/05/22,13/05/22,njtransit,2148,56979
09/05/22,13/05/22,peterpanbonanza,25,713
09/05/22,13/05/22,trailways,21,552
09/05/22,13/05/22,transbridge,19,622
16/05/22,20/05/22,academy,35,1140
16/05/22,20/05/22,cjbuslines,0,0
16/05/22,20/05/22,coachusa,131,4441
16/05/22,20/05/22,decamp,40,568
16/05/22,20/05/22,greyhound,46,1466
16/05/22,20/05/22,hceecommunity,86,1541
16/05/22,20/05/22,lakeland,30,1019
16/05/22,20/05/22,martz,18,772
16/05/22,20/05/22,njtransit,2136,58236
16/05/22,20/05/22,peterpanbonanza,25,814
16/05/22,20/05/22,trailways,20,594
16/05/22,20/05/22,transbridge,19,633
23/05/22,27/05/22,academy,35,1112
23/05/22,27/05/22,cjbuslines,0,0
23/05/22,27/05/22,coachusa,132,4444
23/05/22,27/05/22,decamp,40,554
23/05/22,27/05/22,greyhound,47,1526
23/05/22,27/05/22,hceecommunity,78,1421
23/05/22,27/05/22,lakeland,29,1036
23/05/22,27/05/22,martz,18,776
23/05/22,27/05/22,njtransit,2156,56937
23/05/22,27/05/22,peterpanbonanza,25,895
23/05/22,27/05/22,trailways,22,667
23/05/22,27/05/22,transbridge,19,634
30/05/22,03/06/22,academy,34,1094
30/05/22,03/06/22,cjbuslines,0,0
30/05/22,03/06/22,coachusa,134,4397
30/05/22,03/06/22,decamp,40,552
30/05/22,03/06/22,greyhound,49,1521
30/05/22,03/06/22,hceecommunity,87,1529
30/05/22,03/06/22,lakeland,29,979
30/05/22,03/06/22,martz,20,798
30/05/22,03/06/22,njtransit,2155,58023
30/05/22,03/06/22,peterpanbonanza,29,1076
30/05/22,03/06/22,trailways,26,645
30/05/22,03/06/22,transbridge,19,626
06/06/22,10/06/22,academy,35,1189
06/06/22,10/06/22,cjbuslines,0,0
06/06/22,10/06/22,coachusa,132,4754
06/06/22,10/06/22,decamp,39,582
06/06/22,10/06/22,greyhound,50,1485
06/06/22,10/06/22,hceecommunity,86,1428
06/06/22,10/06/22,lakeland,29,1101
06/06/22,10/06/22,martz,19,761
06/06/22,10/06/22,njtransit,2150,59534
06/06/22,10/06/22,peterpanbonanza,25,803
06/06/22,10/06/22,trailways,27,434
06/06/22,10/06/22,transbridge,18,635
13/06/22,17/06/22,academy,35,1179
13/06/22,17/06/22,cjbuslines,0,0
13/06/22,17/06/22,coachusa,135,4854
13/06/22,17/06/22,decamp,40,581
13/06/22,17/06/22,greyhound,49,1519
13/06/22,17/06/22,hceecommunity,81,1436
13/06/22,17/06/22,lakeland,29,1132
13/06/22,17/06/22,martz,19,799
13/06/22,17/06/22,njtransit,2144,60188
13/06/22,17/06/22,peterpanbonanza,27,891
13/06/22,17/06/22,trailways,27,477
13/06/22,17/06/22,transbridge,19,651
20/06/22,24/06/22,academy,34,1187
20/06/22,24/06/22,cjbuslines,0,0
20/06/22,24/06/22,coachusa,133,4848
20/06/22,24/06/22,decamp,40,574
20/06/22,24/06/22,greyhound,51,1576
20/06/22,24/06/22,hceecommunity,84,1508
20/06/22,24/06/22,lakeland,29,1128
20/06/22,24/06/22,martz,19,804
20/06/22,24/06/22,njtransit,2150,59197
20/06/22,24/06/22,peterpanbonanza,30,990
20/06/22,24/06/22,trailways,27,543
20/06/22,24/06/22,transbridge,19,654
27/06/22,01/07/22,academy,34,1113
27/06/22,01/07/22,cjbuslines,0,0
27/06/22,01/07/22,coachusa,138,4626
27/06/22,01/07/22,decamp,39,578
27/06/22,01/07/22,greyhound,53,1744
27/06/22,01/07/22,hceecommunity,85,1536
27/06/22,01/07/22,lakeland,29,1078
27/06/22,01/07/22,martz,19,821
27/06/22,01/07/22,njtransit,2154,59908
27/06/22,01/07/22,peterpanbonanza,32,1184
27/06/22,01/07/22,trailways,28,624
27/06/22,01/07/22,transbridge,19,589
04/07/22,08/07/22,academy,33,1025
04/07/22,08/07/22,cjbuslines,0,0
04/07/22,08/07/22,coachusa,140,4320
04/07/22,08/07/22,decamp,37,514
04/07/22,08/07/22,greyhound,52,1722
04/07/22,08/07/22,hceecommunity,85,1574
04/07/22,08/07/22,lakeland,29,1008
04/07/22,08/07/22,martz,20,801
04/07/22,08/07/22,njtransit,2162,57393
04/07/22,08/07/22,peterpanbonanza,36,1331
04/07/22,08/07/22,trailways,28,691
04/07/22,08/07/22,transbridge,19,595
11/07/22,15/07/22,academy,34,1096
11/07/22,15/07/22,cjbuslines,0,0
11/07/22,15/07/22,coachusa,140,4643
11/07/22,15/07/22,decamp,36,553
11/07/22,15/07/22,greyhound,52,1739
11/07/22,15/07/22,hceecommunity,84,1639
11/07/22,15/07/22,lakeland,29,1110
11/07/22,15/07/22,martz,19,789
11/07/22,15/07/22,njtransit,2169,59080
11/07/22,15/07/22,peterpanbonanza,31,908
11/07/22,15/07/22,trailways,27,592
11/07/22,15/07/22,transbridge,19,608
18/07/22,22/07/22,academy,35,1120
18/07/22,22/07/22,cjbuslines,0,0
18/07/22,22/07/22,coachusa,140,4654
18/07/22,22/07/22,decamp,36,539
18/07/22,22/07/22,greyhound,52,1763
18/07/22,22/07/22,hceecommunity,84,1489
18/07/22,22/07/22,lakeland,29,1047
18/07/22,22/07/22,martz,19,773
18/07/22,22/07/22,njtransit,2172,59980
18/07/22,22/07/22,peterpanbonanza,31,993
18/07/22,22/07/22,trailways,26,595
18/07/22,22/07/22,transbridge,19,590
25/07/22,29/07/22,academy,34,1115
25/07/22,29/07/22,cjbuslines,0,0
25/07/22,29/07/22,coachusa,139,4612
25/07/22,29/07/22,decamp,35,534
25/07/22,29/07/22,greyhound,53,1796
25/07/22,29/07/22,hceecommunity,84,1489
25/07/22,29/07/22,lakeland,29,1102
25/07/22,29/07/22,martz,19,766
25/07/22,29/07/22,njtransit,2183,62063
25/07/22,29/07/22,peterpanbonanza,30,1002
25/07/22,29/07/22,trailways,27,608
25/07/22,29/07/22,transbridge,19,532
01/08/22,05/08/22,academy,34,1143
01/08/22,05/08/22,cjbuslines,0,0
01/08/22,05/08/22,coachusa,137,4596
01/08/22,05/08/22,decamp,36,537
01/08/22,05/08/22,greyhound,51,1737
01/08/22,05/08/22,hceecommunity,88,1542
01/08/22,05/08/22,lakeland,29,1107
01/08/22,05/08/22,martz,19,800
01/08/22,05/08/22,njtransit,2202,61129
01/08/22,05/08/22,peterpanbonanza,31,984
01/08/22,05/08/22,trailways,25,531
01/08/22,05/08/22,transbridge,19,486
08/08/22,12/08/22,academy,34,1087
08/08/22,12/08/22,cjbuslines,0,0
08/08/22,12/08/22,coachusa,139,4464
08/08/22,12/08/22,decamp,36,534
08/08/22,12/08/22,greyhound,53,1806
08/08/22,12/08/22,hceecommunity,85,1478
08/08/22,12/08/22,lakeland,29,1062
08/08/22,12/08/22,martz,19,798
08/08/22,12/08/22,njtransit,2186,60754
08/08/22,12/08/22,peterpanbonanza,31,1066
08/08/22,12/08/22,trailways,27,594
08/08/22,12/08/22,transbridge,19,456
15/08/22,19/08/22,academy,34,1072
15/08/22,19/08/22,cjbuslines,0,0
15/08/22,19/08/22,coachusa,138,4457
15/08/22,19/08/22,decamp,36,586
15/08/22,19/08/22,greyhound,52,1818
15/08/22,19/08/22,hceecommunity,79,1627
15/08/22,19/08/22,lakeland,29,1019
15/08/22,19/08/22,martz,19,774
15/08/22,19/08/22,njtransit,2189,60188
15/08/22,19/08/22,peterpanbonanza,32,1177
15/08/22,19/08/22,trailways,27,668
15/08/22,19/08/22,transbridge,19,458
22/08/22,26/08/22,academy,35,1051
22/08/22,26/08/22,cjbuslines,0,0
22/08/22,26/08/22,coachusa,136,4347
22/08/22,26/08/22,decamp,36,552
22/08/22,26/08/22,greyhound,52,1822
22/08/22,26/08/22,hceecommunity,87,1579
22/08/22,26/08/22,lakeland,29,1022
22/08/22,26/08/22,martz,19,783
22/08/22,26/08/22,njtransit,2187,59128
22/08/22,26/08/22,peterpanbonanza,32,1161
22/08/22,26/08/22,trailways,26,698
22/08/22,26/08/22,transbridge,19,422
29/08/22,02/09/22,academy,35,1008
29/08/22,02/09/22,cjbuslines,0,0
29/08/22,02/09/22,coachusa,140,4318
29/08/22,02/09/22,decamp,36,521
29/08/22,02/09/22,greyhound,52,1672
29/08/22,02/09/22,hceecommunity,88,1583
29/08/22,02/09/22,lakeland,29,983
29/08/22,02/09/22,martz,19,768
29/08/22,02/09/22,njtransit,2167,58197
29/08/22,02/09/22,peterpanbonanza,31,1002
29/08/22,02/09/22,trailways,26,587
29/08/22,02/09/22,transbridge,19,420
05/09/22,09/09/22,academy,33,1120
05/09/22,09/09/22,cjbuslines,0,0
05/09/22,09/09/22,coachusa,137,4695
05/09/22,09/09/22,decamp,36,561
05/09/22,09/09/22,greyhound,50,1505
05/09/22,09/09/22,hceecommunity,71,1494
05/09/22,09/09/22,lakeland,29,1114
05/09/22,09/09/22,martz,20,851
05/09/22,09/09/22,njtransit,2185,63179
05/09/22,09/09/22,peterpanbonanza,32,1107
05/09/22,09/09/22,trailways,26,605
05/09/22,09/09/22,transbridge,19,553
12/09/22,16/09/22,academy,37,1296
12/09/22,16/09/22,cjbuslines,0,0
12/09/22,16/09/22,coachusa,138,5053
12/09/22,16/09/22,decamp,36,664
12/09/22,16/09/22,greyhound,50,1386
12/09/22,16/09/22,hceecommunity,85,1707
12/09/22,16/09/22,lakeland,29,1197
12/09/22,16/09/22,martz,21,815
12/09/22,16/09/22,njtransit,2201,67696
12/09/22,16/09/22,peterpanbonanza,26,797
12/09/22,16/09/22,trailways,25,454
12/09/22,16/09/22,transbridge,18,509
19/09/22,23/09/22,academy,35,1214
19/09/22,23/09/22,cjbuslines,0,0
19/09/22,23/09/22,coachusa,141,5014
19/09/22,23/09/22,decamp,36,639
19/09/22,23/09/22,greyhound,51,1458
19/09/22,23/09/22,hceecommunity,75,1756
19/09/22,23/09/22,lakeland,29,1171
19/09/22,23/09/22,martz,21,811
19/09/22,23/09/22,njtransit,2165,68532
19/09/22,23/09/22,peterpanbonanza,24,798
19/09/22,23/09/22,trailways,25,461
19/09/22,23/09/22,transbridge,19,521
26/09/22,30/09/22,academy,35,1198
26/09/22,30/09/22,cjbuslines,0,0
26/09/22,30/09/22,coachusa,141,4845
26/09/22,30/09/22,decamp,36,605
26/09/22,30/09/22,greyhound,50,1430
26/09/22,30/09/22,hceecommunity,85,1689
26/09/22,30/09/22,lakeland,29,1250
26/09/22,30/09/22,martz,20,789
26/09/22,30/09/22,njtransit,2214,65546
26/09/22,30/09/22,peterpanbonanza,24,876
26/09/22,30/09/22,trailways,25,535
26/09/22,30/09/22,transbridge,19,500
03/10/22,07/10/22,academy,35,1176
03/10/22,07/10/22,cjbuslines,0,0
03/10/22,07/10/22,coachusa,142,4847
03/10/22,07/10/22,decamp,36,601
03/10/22,07/10/22,greyhound,51,1397
03/10/22,07/10/22,hceecommunity,86,1715
03/10/22,07/10/22,lakeland,29,1158
03/10/22,07/10/22,martz,21,800
03/10/22,07/10/22,njtransit,2213,58688
03/10/22,07/10/22,peterpanbonanza,24,772
03/10/22,07/10/22,trailways,25,450
03/10/22,07/10/22,transbridge,19,514
10/10/22,14/10/22,academy,35,1223
10/10/22,14/10/22,cjbuslines,0,0
10/10/22,14/10/22,coachusa,145,5095
10/10/22,14/10/22,decamp,37,649
10/10/22,14/10/22,greyhound,51,1606
10/10/22,14/10/22,hceecommunity,86,1771
10/10/22,14/10/22,lakeland,29,1269
10/10/22,14/10/22,martz,21,846
10/10/22,14/10/22,njtransit,2177,66791
10/10/22,14/10/22,peterpanbonanza,27,1014
10/10/22,14/10/22,trailways,28,836
10/10/22,14/10/22,transbridge,18,595
17/10/22,21/10/22,academy,34,1202
17/10/22,21/10/22,cjbuslines,0,0
17/10/22,21/10/22,coachusa,147,5004
17/10/22,21/10/22,decamp,36,650
17/10/22,21/10/22,greyhound,51,1505
17/10/22,21/10/22,hceecommunity,86,1780
17/10/22,21/10/22,lakeland,29,1203
17/10/22,21/10/22,martz,21,811
17/10/22,21/10/22,njtransit,2211,68879
17/10/22,21/10/22,peterpanbonanza,24,796
17/10/22,21/10/22,trailways,24,514
17/10/22,21/10/22,transbridge,18,585
24/10/22,28/10/22,academy,35,1194
24/10/22,28/10/22,cjbuslines,0,0
24/10/22,28/10/22,coachusa,148,4883
24/10/22,28/10/22,decamp,36,643
24/10/22,28/10/22,greyhound,49,1376
24/10/22,28/10/22,hceecommunity,87,1685
24/10/22,28/10/22,lakeland,29,989
24/10/22,28/10/22,martz,21,828
24/10/22,28/10/22,njtransit,2213,67485
24/10/22,28/10/22,peterpanbonanza,24,798
24/10/22,28/10/22,trailways,24,500
24/10/22,28/10/22,transbridge,17,593
31/10/22,04/11/22,academy,35,1193
31/10/22,04/11/22,cjbuslines,0,0
31/10/22,04/11/22,coachusa,147,5033
31/10/22,04/11/22,decamp,36,620
31/10/22,04/11/22,greyhound,52,1408
31/10/22,04/11/22,hceecommunity,82,1416
31/10/22,04/11/22,lakeland,28,1199
31/10/22,04/11/22,martz,21,808
31/10/22,04/11/22,njtransit,2213,68826
31/10/22,04/11/22,peterpanbonanza,23,759
31/10/22,04/11/22,trailways,24,494
31/10/22,04/11/22,transbridge,18,554
07/11/22,11/11/22,academy,34,1140
07/11/22,11/11/22,cjbuslines,0,0
07/11/22,11/11/22,coachusa,148,4922
07/11/22,11/11/22,decamp,36,643
07/11/22,11/11/22,greyhound,51,1355
07/11/22,11/11/22,hceecommunity,87,1711
07/11/22,11/11/22,lakeland,29,1182
07/11/22,11/11/22,martz,20,809
07/11/22,11/11/22,njtransit,2213,66871
07/11/22,11/11/22,peterpanbonanza,24,771
07/11/22,11/11/22,trailways,24,445
07/11/22,11/11/22,transbridge,18,596
14/11/22,18/11/22,academy,34,1137
14/11/22,18/11/22,cjbuslines,0,0
14/11/22,18/11/22,coachusa,147,4754
14/11/22,18/11/22,decamp,36,623
14/11/22,18/11/22,greyhound,50,1268
14/11/22,18/11/22,hceecommunity,87,1532
14/11/22,18/11/22,lakeland,29,1178
14/11/22,18/11/22,martz,20,750
14/11/22,18/11/22,njtransit,2205,65587
14/11/22,18/11/22,peterpanbonanza,24,732
14/11/22,18/11/22,trailways,24,428
14/11/22,18/11/22,transbridge,18,631
21/11/22,25/11/22,academy,0,0
21/11/22,25/11/22,cjbuslines,0,0
21/11/22,25/11/22,coachusa,0,0
21/11/22,25/11/22,decamp,0,0
21/11/22,25/11/22,greyhound,0,0
21/11/22,25/11/22,hceecommunity,0,0
21/11/22,25/11/22,lakeland,0,0
21/11/22,25/11/22,martz,0,0
21/11/22,25/11/22,njtransit,0,0
21/11/22,25/11/22,peterpanbonanza,0,0
21/11/22,25/11/22,trailways,0,0
21/11/22,25/11/22,transbridge,0,0
28/11/22,02/12/22,academy,37,1272
28/11/22,02/12/22,cjbuslines,0,0
28/11/22,02/12/22,coachusa,151,5095
28/11/22,02/12/22,decamp,37,684
28/11/22,02/12/22,greyhound,53,1330
28/11/22,02/12/22,hceecommunity,85,1456
28/11/22,02/12/22,lakeland,30,1280
28/11/22,02/12/22,martz,20,770
28/11/22,02/12/22,njtransit,2216,64582
28/11/22,02/12/22,peterpanbonanza,26,826
28/11/22,02/12/22,trailways,24,557
28/11/22,02/12/22,transbridge,19,572
05/12/22,09/12/22,academy,35,1186
05/12/22,09/12/22,cjbuslines,0,0
05/12/22,09/12/22,coachusa,148,4925
05/12/22,09/12/22,decamp,36,636
05/12/22,09/12/22,greyhound,52,1176
05/12/22,09/12/22,hceecommunity,82,1552
05/12/22,09/12/22,lakeland,30,1205
05/12/22,09/12/22,martz,20,823
05/12/22,09/12/22,njtransit,2191,67342
05/12/22,09/12/22,peterpanbonanza,24,649
05/12/22,09/12/22,trailways,24,401
05/12/22,09/12/22,transbridge,18,632
12/12/22,16/12/22,academy,35,1111
12/12/22,16/12/22,cjbuslines,0,0
12/12/22,16/12/22,coachusa,139,4728
12/12/22,16/12/22,decamp,36,615
12/12/22,16/12/22,greyhound,51,1160
12/12/22,16/12/22,hceecommunity,81,1575
12/12/22,16/12/22,lakeland,29,1148
12/12/22,16/12/22,martz,19,762
12/12/22,16/12/22,njtransit,2200,66675
