Start_Date	End_Date	Carrier	Volume
2021-10-25 00:00:00.000	2021-10-29 00:00:00.000	Lakeland	701
2021-10-25 00:00:00.000	2021-10-29 00:00:00.000	Trailways	421
2021-10-25 00:00:00.000	2021-10-29 00:00:00.000	Coach USA	3434
2021-10-25 00:00:00.000	2021-10-29 00:00:00.000	TransBridge	533
2021-10-25 00:00:00.000	2021-10-29 00:00:00.000	Peter Pan_Bonanza	741
2021-10-25 00:00:00.000	2021-10-29 00:00:00.000	DeCamp	263
2021-10-25 00:00:00.000	2021-10-29 00:00:00.000	HCEE - Community	1545
2021-10-25 00:00:00.000	2021-10-29 00:00:00.000	C&J Bus Lines	0
2021-11-01 00:00:00.000	2021-11-05 00:00:00.000	Academy	999
2021-11-01 00:00:00.000	2021-11-05 00:00:00.000	Greyhound	1296
2021-11-01 00:00:00.000	2021-11-05 00:00:00.000	Martz	718
2021-11-01 00:00:00.000	2021-11-05 00:00:00.000	NJTransit	50514
2021-11-01 00:00:00.000	2021-11-05 00:00:00.000	Lakeland	825
2022-01-03 00:00:00.000	2022-01-07 00:00:00.000	C&J Bus Lines	0
2022-01-10 00:00:00.000	2022-01-14 00:00:00.000	Academy	659
2022-01-10 00:00:00.000	2022-01-14 00:00:00.000	Greyhound	765
2022-01-10 00:00:00.000	2022-01-14 00:00:00.000	Martz	570
2022-01-10 00:00:00.000	2022-01-14 00:00:00.000	NJTransit	37462
2022-01-10 00:00:00.000	2022-01-14 00:00:00.000	Lakeland	474
2022-01-10 00:00:00.000	2022-01-14 00:00:00.000	Trailways	300
2022-01-10 00:00:00.000	2022-01-14 00:00:00.000	Coach USA	2381
2022-01-10 00:00:00.000	2022-01-14 00:00:00.000	TransBridge	363
2022-01-10 00:00:00.000	2022-01-14 00:00:00.000	Peter Pan_Bonanza	384
2022-01-10 00:00:00.000	2022-01-14 00:00:00.000	DeCamp	239
2022-01-10 00:00:00.000	2022-01-14 00:00:00.000	HCEE - Community	1169
2022-01-10 00:00:00.000	2022-01-14 00:00:00.000	C&J Bus Lines	0
2022-01-17 00:00:00.000	2022-01-21 00:00:00.000	Academy	775
2022-01-17 00:00:00.000	2022-01-21 00:00:00.000	Greyhound	765
