Start_Date	End_Date	Carrier	Volume
26/12/2022	30/12/2022	Greyhound	53
26/12/2022	30/12/2022	HCEE - Community	81
26/12/2022	30/12/2022	Lakeland	29
26/12/2022	30/12/2022	Martz	19
26/12/2022	30/12/2022	NJ Transit	2161
26/12/2022	30/12/2022	Peter Pan_Bonanza	42
26/12/2022	30/12/2022	Trailways	27
26/12/2022	30/12/2022	TransBridge	19
02/01/2023	06/01/2023	Academy	32
02/01/2023	06/01/2023	C & J Bus Lines	0
02/01/2023	06/01/2023	Coach USA	138
02/01/2023	06/01/2023	DeCamp	36
02/01/2023	06/01/2023	Greyhound	52
02/01/2023	06/01/2023	HCEE - Community	81
02/01/2023	06/01/2023	Lakeland	29
02/01/2023	06/01/2023	Martz	19
02/01/2023	06/01/2023	NJ Transit	2197
02/01/2023	06/01/2023	Peter Pan_Bonanza	28
02/01/2023	06/01/2023	Trailways	24
02/01/2023	06/01/2023	TransBridge	18
09/01/2023	13/01/2023	Academy	34
09/01/2023	13/01/2023	C & J Bus Lines	0
09/01/2023	13/01/2023	Coach USA	149
09/01/2023	13/01/2023	DeCamp	36
09/01/2023	13/01/2023	Greyhound	51
09/01/2023	13/01/2023	HCEE - Community	81
09/01/2023	13/01/2023	Lakeland	29
09/01/2023	13/01/2023	Martz	20
09/01/2023	13/01/2023	NJ Transit	2199
09/01/2023	13/01/2023	Peter Pan_Bonanza	25
09/01/2023	13/01/2023	Trailways	22
09/01/2023	13/01/2023	TransBridge	19
16/01/2023	20/01/2023	Academy	35
16/01/2023	20/01/2023	C & J Bus Lines	0
16/01/2023	20/01/2023	Coach USA	146
16/01/2023	20/01/2023	DeCamp	36
16/01/2023	20/01/2023	Greyhound	51
16/01/2023	20/01/2023	HCEE - Community	81
16/01/2023	20/01/2023	Lakeland	29
16/01/2023	20/01/2023	Martz	20
16/01/2023	20/01/2023	NJ Transit	2213
16/01/2023	20/01/2023	Peter Pan_Bonanza	26
16/01/2023	20/01/2023	Trailways	22
16/01/2023	20/01/2023	TransBridge	18
23/01/2023	27/01/2023	Academy	35
23/01/2023	27/01/2023	C & J Bus Lines	0
23/01/2023	27/01/2023	Coach USA	146
23/01/2023	27/01/2023	DeCamp	36
23/01/2023	27/01/2023	Greyhound	50
23/01/2023	27/01/2023	HCEE - Community	89
23/01/2023	27/01/2023	Lakeland	29
23/01/2023	27/01/2023	Martz	20
23/01/2023	27/01/2023	NJ Transit	2229
23/01/2023	27/01/2023	Peter Pan_Bonanza	26
23/01/2023	27/01/2023	Trailways	22
23/01/2023	27/01/2023	TransBridge	20
30/01/2023	03/02/2023	Academy	35
30/01/2023	03/02/2023	C & J Bus Lines	0
30/01/2023	03/02/2023	Coach USA	149
30/01/2023	03/02/2023	DeCamp	38
30/01/2023	03/02/2023	Greyhound	48
30/01/2023	03/02/2023	HCEE - Community	89
30/01/2023	03/02/2023	Lakeland	29
30/01/2023	03/02/2023	Martz	20
30/01/2023	03/02/2023	NJ Transit	2218
30/01/2023	03/02/2023	Peter Pan_Bonanza	26
30/01/2023	03/02/2023	Trailways	22
30/01/2023	03/02/2023	TransBridge	20
10/04/2023	14/04/2023	HCEE - Community	78
10/04/2023	14/04/2023	Lakeland	29
10/04/2023	14/04/2023	Martz	20
10/04/2023	14/04/2023	NJ Transit	2314
10/04/2023	14/04/2023	Peter Pan_Bonanza	30
10/04/2023	14/04/2023	Trailways	25
10/04/2023	14/04/2023	TransBridge	21
17/04/2023	21/04/2023	Academy	37
17/04/2023	21/04/2023	C & J Bus Lines	0
17/04/2023	21/04/2023	Coach USA	148
17/04/2023	21/04/2023	DeCamp	0
17/04/2023	21/04/2023	Greyhound	50
17/04/2023	21/04/2023	HCEE - Community	84
17/04/2023	21/04/2023	Lakeland	29
17/04/2023	21/04/2023	Martz	20
17/04/2023	21/04/2023	NJ Transit	2337
17/04/2023	21/04/2023	Peter Pan_Bonanza	30
17/04/2023	21/04/2023	Trailways	21
17/04/2023	21/04/2023	TransBridge	21
24/04/2023	28/04/2023	Academy	37
24/04/2023	28/04/2023	C & J Bus Lines	0
24/04/2023	28/04/2023	Coach USA	148
24/04/2023	28/04/2023	DeCamp	0
24/04/2023	28/04/2023	Greyhound	49
24/04/2023	28/04/2023	HCEE - Community	84
24/04/2023	28/04/2023	Lakeland	29
24/04/2023	28/04/2023	Martz	19
24/04/2023	28/04/2023	NJ Transit	2349
24/04/2023	28/04/2023	Peter Pan_Bonanza	27
24/04/2023	28/04/2023	Trailways	21
24/04/2023	28/04/2023	TransBridge	21
01/05/2023	05/05/2023	Academy	37
01/05/2023	05/05/2023	C & J Bus Lines	0
01/05/2023	05/05/2023	Coach USA	148
01/05/2023	05/05/2023	DeCamp	0
01/05/2023	05/05/2023	Greyhound	48
01/05/2023	05/05/2023	HCEE - Community	84
01/05/2023	05/05/2023	Lakeland	29
01/05/2023	05/05/2023	Martz	20
01/05/2023	05/05/2023	NJ Transit	2340
01/05/2023	05/05/2023	Peter Pan_Bonanza	26
01/05/2023	05/05/2023	Trailways	22
01/05/2023	05/05/2023	TransBridge	21
08/05/2023	12/05/2023	Academy	37
08/05/2023	12/05/2023	C & J Bus Lines	0
08/05/2023	12/05/2023	Coach USA	147
08/05/2023	12/05/2023	DeCamp	0
08/05/2023	12/05/2023	Greyhound	50
08/05/2023	12/05/2023	HCEE - Community	84
08/05/2023	12/05/2023	Lakeland	29
08/05/2023	12/05/2023	Martz	20
08/05/2023	12/05/2023	NJ Transit	2331
08/05/2023	12/05/2023	Peter Pan_Bonanza	26
08/05/2023	12/05/2023	Trailways	22
08/05/2023	12/05/2023	TransBridge	21
15/05/2023	19/05/2023	Academy	37
15/05/2023	19/05/2023	C & J Bus Lines	0
15/05/2023	19/05/2023	Coach USA	150
15/05/2023	19/05/2023	DeCamp	0
15/05/2023	19/05/2023	Greyhound	51
15/05/2023	19/05/2023	HCEE - Community	80
15/05/2023	19/05/2023	Lakeland	29
15/05/2023	19/05/2023	Martz	20
15/05/2023	19/05/2023	NJ Transit	2331
15/05/2023	19/05/2023	Peter Pan_Bonanza	26
15/05/2023	19/05/2023	Trailways	22
15/05/2023	19/05/2023	TransBridge	21
22/05/2023	26/05/2023	Academy	37
22/05/2023	26/05/2023	C & J Bus Lines	0
22/05/2023	26/05/2023	Coach USA	150
22/05/2023	26/05/2023	DeCamp	0
22/05/2023	26/05/2023	Greyhound	53
22/05/2023	26/05/2023	HCEE - Community	80
22/05/2023	26/05/2023	Lakeland	29
22/05/2023	26/05/2023	Martz	20
22/05/2023	26/05/2023	NJ Transit	2344
22/05/2023	26/05/2023	Peter Pan_Bonanza	26
22/05/2023	26/05/2023	Trailways	23
22/05/2023	26/05/2023	TransBridge	21
29/05/2023	02/06/2023	Academy	35
29/05/2023	02/06/2023	C & J Bus Lines	0
29/05/2023	02/06/2023	Coach USA	129
29/05/2023	02/06/2023	DeCamp	0
29/05/2023	02/06/2023	Greyhound	50
29/05/2023	02/06/2023	HCEE - Community	80
29/05/2023	02/06/2023	Lakeland	25
29/05/2023	02/06/2023	Martz	18
29/05/2023	02/06/2023	NJ Transit	2340
29/05/2023	02/06/2023	Peter Pan_Bonanza	34
29/05/2023	02/06/2023	Trailways	23
29/05/2023	02/06/2023	TransBridge	19
05/06/2023	09/06/2023	Academy	35
05/06/2023	09/06/2023	C & J Bus Lines	0
05/06/2023	09/06/2023	Coach USA	153
05/06/2023	09/06/2023	DeCamp	0
05/06/2023	09/06/2023	Greyhound	54
05/06/2023	09/06/2023	HCEE - Community	80
05/06/2023	09/06/2023	Lakeland	28
05/06/2023	09/06/2023	Martz	20
05/06/2023	09/06/2023	NJ Transit	2336
05/06/2023	09/06/2023	Peter Pan_Bonanza	24
05/06/2023	09/06/2023	Trailways	21
05/06/2023	09/06/2023	TransBridge	23
12/06/2023	16/06/2023	Academy	37
12/06/2023	16/06/2023	C & J Bus Lines	0
12/06/2023	16/06/2023	Coach USA	153
12/06/2023	16/06/2023	DeCamp	0
12/06/2023	16/06/2023	Greyhound	56
12/06/2023	16/06/2023	HCEE - Community	81
12/06/2023	16/06/2023	Lakeland	28
12/06/2023	16/06/2023	Martz	20
12/06/2023	16/06/2023	NJ Transit	2342
12/06/2023	16/06/2023	Peter Pan_Bonanza	24
12/06/2023	16/06/2023	Trailways	21
12/06/2023	16/06/2023	TransBridge	24
19/06/2023	23/06/2023	Academy	34
19/06/2023	23/06/2023	C & J Bus Lines	0
19/06/2023	23/06/2023	Coach USA	150
19/06/2023	23/06/2023	DeCamp	0
19/06/2023	23/06/2023	Greyhound	61
19/06/2023	23/06/2023	HCEE - Community	84
19/06/2023	23/06/2023	Lakeland	29
19/06/2023	23/06/2023	Martz	19
19/06/2023	23/06/2023	NJ Transit	2325
19/06/2023	23/06/2023	Peter Pan_Bonanza	24
19/06/2023	23/06/2023	Trailways	22
19/06/2023	23/06/2023	TransBridge	24
26/06/2023	30/06/2023	Academy	37
26/06/2023	30/06/2023	C & J Bus Lines	0
26/06/2023	30/06/2023	Coach USA	152
26/06/2023	30/06/2023	DeCamp	0
26/06/2023	30/06/2023	Greyhound	61
26/06/2023	30/06/2023	HCEE - Community	68
26/06/2023	30/06/2023	Lakeland	43
26/06/2023	30/06/2023	Martz	20
26/06/2023	30/06/2023	NJ Transit	2355
26/06/2023	30/06/2023	Peter Pan_Bonanza	24
26/06/2023	30/06/2023	Trailways	25
26/06/2023	30/06/2023	TransBridge	21
03/07/2023	07/07/2023	Academy	32
03/07/2023	07/07/2023	C & J Bus Lines	0
03/07/2023	07/07/2023	Coach USA	120
03/07/2023	07/07/2023	DeCamp	0
03/07/2023	07/07/2023	Greyhound	63
03/07/2023	07/07/2023	HCEE - Community	75
03/07/2023	07/07/2023	Lakeland	33
03/07/2023	07/07/2023	Martz	16
03/07/2023	07/07/2023	NJ Transit	2361
03/07/2023	07/07/2023	Peter Pan_Bonanza	24
03/07/2023	07/07/2023	Trailways	25
03/07/2023	07/07/2023	TransBridge	20
10/07/2023	14/07/2023	Academy	38
10/07/2023	14/07/2023	C & J Bus Lines	0
10/07/2023	14/07/2023	Coach USA	151
10/07/2023	14/07/2023	DeCamp	0
10/07/2023	14/07/2023	Greyhound	62
10/07/2023	14/07/2023	HCEE - Community	87
10/07/2023	14/07/2023	Lakeland	42
10/07/2023	14/07/2023	Martz	19
10/07/2023	14/07/2023	NJ Transit	2348
10/07/2023	14/07/2023	Peter Pan_Bonanza	23
10/07/2023	14/07/2023	Trailways	26
10/07/2023	14/07/2023	TransBridge	24
17/07/2023	21/07/2023	Academy	38
17/07/2023	21/07/2023	C & J Bus Lines	0
17/07/2023	21/07/2023	Coach USA	152
17/07/2023	21/07/2023	DeCamp	0
17/07/2023	21/07/2023	Greyhound	62
17/07/2023	21/07/2023	HCEE - Community	87
17/07/2023	21/07/2023	Lakeland	42
17/07/2023	21/07/2023	Martz	18
17/07/2023	21/07/2023	NJ Transit	2359
17/07/2023	21/07/2023	Peter Pan_Bonanza	23
17/07/2023	21/07/2023	Trailways	24
17/07/2023	21/07/2023	TransBridge	24
24/07/2023	28/07/2023	Academy	38
24/07/2023	28/07/2023	C & J Bus Lines	0
24/07/2023	28/07/2023	Coach USA	152
24/07/2023	28/07/2023	DeCamp	0
24/07/2023	28/07/2023	Greyhound	62
24/07/2023	28/07/2023	HCEE - Community	82
24/07/2023	28/07/2023	Lakeland	42
24/07/2023	28/07/2023	Martz	18
24/07/2023	28/07/2023	NJ Transit	2257
24/07/2023	28/07/2023	Peter Pan_Bonanza	23
24/07/2023	28/07/2023	Trailways	24
24/07/2023	28/07/2023	TransBridge	24
31/07/2023	04/08/2023	Academy	38
31/07/2023	04/08/2023	C & J Bus Lines	0
31/07/2023	04/08/2023	Coach USA	153
31/07/2023	04/08/2023	DeCamp	0
31/07/2023	04/08/2023	Greyhound	64
31/07/2023	04/08/2023	HCEE - Community	82
31/07/2023	04/08/2023	Lakeland	43
31/07/2023	04/08/2023	Martz	19
31/07/2023	04/08/2023	NJ Transit	2368
31/07/2023	04/08/2023	Peter Pan_Bonanza	23
31/07/2023	04/08/2023	Trailways	24
31/07/2023	04/08/2023	TransBridge	24
07/08/2023	11/08/2023	Academy	38
07/08/2023	11/08/2023	C & J Bus Lines	0
07/08/2023	11/08/2023	Coach USA	152
07/08/2023	11/08/2023	DeCamp	0
07/08/2023	11/08/2023	Greyhound	63
07/08/2023	11/08/2023	HCEE - Community	81
07/08/2023	11/08/2023	Lakeland	42
07/08/2023	11/08/2023	Martz	19
07/08/2023	11/08/2023	NJ Transit	2372
07/08/2023	11/08/2023	Peter Pan_Bonanza	23
07/08/2023	11/08/2023	Trailways	25
07/08/2023	11/08/2023	TransBridge	24
14/08/2023	18/08/2023	Academy	38
14/08/2023	18/08/2023	C & J Bus Lines	0
14/08/2023	18/08/2023	Coach USA	151
14/08/2023	18/08/2023	DeCamp	0
14/08/2023	18/08/2023	Greyhound	62
14/08/2023	18/08/2023	HCEE - Community	81
14/08/2023	18/08/2023	Lakeland	42
14/08/2023	18/08/2023	Martz	19
14/08/2023	18/08/2023	NJ Transit	2357
14/08/2023	18/08/2023	Peter Pan_Bonanza	23
14/08/2023	18/08/2023	Trailways	25
14/08/2023	18/08/2023	TransBridge	24
21/08/2023	25/08/2023	Academy	38
21/08/2023	25/08/2023	C & J Bus Lines	0
21/08/2023	25/08/2023	Coach USA	150
21/08/2023	25/08/2023	DeCamp	0
21/08/2023	25/08/2023	Greyhound	62
21/08/2023	25/08/2023	HCEE - Community	77
21/08/2023	25/08/2023	Lakeland	42
21/08/2023	25/08/2023	Martz	19
21/08/2023	25/08/2023	NJ Transit	2391
21/08/2023	25/08/2023	Peter Pan_Bonanza	23
21/08/2023	25/08/2023	Trailways	25
21/08/2023	25/08/2023	TransBridge	24
28/08/2023	01/09/2023	Academy	38
28/08/2023	01/09/2023	C & J Bus Lines	0
28/08/2023	01/09/2023	Coach USA	151
28/08/2023	01/09/2023	DeCamp	0
28/08/2023	01/09/2023	Greyhound	62
28/08/2023	01/09/2023	HCEE - Community	83
28/08/2023	01/09/2023	Lakeland	42
28/08/2023	01/09/2023	Martz	18
28/08/2023	01/09/2023	NJ Transit	2362
28/08/2023	01/09/2023	Peter Pan_Bonanza	23
28/08/2023	01/09/2023	Trailways	24
28/08/2023	01/09/2023	TransBridge	24
04/09/2023	08/09/2023	Academy	38
04/09/2023	08/09/2023	C & J Bus Lines	0
04/09/2023	08/09/2023	Coach USA	150
04/09/2023	08/09/2023	DeCamp	0
04/09/2023	08/09/2023	Greyhound	60
04/09/2023	08/09/2023	HCEE - Community	78
04/09/2023	08/09/2023	Lakeland	36
04/09/2023	08/09/2023	Martz	16
04/09/2023	08/09/2023	NJ Transit	2385
04/09/2023	08/09/2023	Peter Pan_Bonanza	23
04/09/2023	08/09/2023	Trailways	26
04/09/2023	08/09/2023	TransBridge	22
11/09/2023	15/09/2023	Academy	38
11/09/2023	15/09/2023	C & J Bus Lines	0
11/09/2023	15/09/2023	Coach USA	150
11/09/2023	15/09/2023	DeCamp	0
11/09/2023	15/09/2023	Greyhound	63
11/09/2023	15/09/2023	HCEE - Community	86
11/09/2023	15/09/2023	Lakeland	42
11/09/2023	15/09/2023	Martz	18
11/09/2023	15/09/2023	NJ Transit	2426
11/09/2023	15/09/2023	Peter Pan_Bonanza	23
11/09/2023	15/09/2023	Trailways	24
11/09/2023	15/09/2023	TransBridge	24
18/09/2023	22/09/2023	Academy	44
18/09/2023	22/09/2023	C & J Bus Lines	0
18/09/2023	22/09/2023	Coach USA	152
18/09/2023	22/09/2023	DeCamp	0
18/09/2023	22/09/2023	Greyhound	62
18/09/2023	22/09/2023	HCEE - Community	86
18/09/2023	22/09/2023	Lakeland	42
18/09/2023	22/09/2023	Martz	19
18/09/2023	22/09/2023	NJ Transit	2433
18/09/2023	22/09/2023	Peter Pan_Bonanza	23
18/09/2023	22/09/2023	Trailways	24
18/09/2023	22/09/2023	TransBridge	24
25/09/2023	29/09/2023	Academy	44
25/09/2023	29/09/2023	C & J Bus Lines	0
25/09/2023	29/09/2023	Coach USA	151
25/09/2023	29/09/2023	DeCamp	0
25/09/2023	29/09/2023	Greyhound	61
25/09/2023	29/09/2023	HCEE - Community	86
25/09/2023	29/09/2023	Lakeland	42
25/09/2023	29/09/2023	Martz	19
25/09/2023	29/09/2023	NJ Transit	2413
25/09/2023	29/09/2023	Peter Pan_Bonanza	23
25/09/2023	29/09/2023	Trailways	23
25/09/2023	29/09/2023	TransBridge	23
02/10/2023	06/10/2023	Academy	44
02/10/2023	06/10/2023	C & J Bus Lines	0
02/10/2023	06/10/2023	Coach USA	160
02/10/2023	06/10/2023	DeCamp	0
02/10/2023	06/10/2023	Greyhound	60
02/10/2023	06/10/2023	HCEE - Community	86
02/10/2023	06/10/2023	Lakeland	43
02/10/2023	06/10/2023	Martz	19
02/10/2023	06/10/2023	NJ Transit	2430
02/10/2023	06/10/2023	Peter Pan_Bonanza	23
02/10/2023	06/10/2023	Trailways	22
02/10/2023	06/10/2023	TransBridge	21
09/10/2023	13/10/2023	Academy	40
09/10/2023	13/10/2023	C & J Bus Lines	0
09/10/2023	13/10/2023	Coach USA	154
09/10/2023	13/10/2023	DeCamp	0
09/10/2023	13/10/2023	Greyhound	60
09/10/2023	13/10/2023	HCEE - Community	86
09/10/2023	13/10/2023	Lakeland	44
09/10/2023	13/10/2023	Martz	19
09/10/2023	13/10/2023	NJ Transit	2439
09/10/2023	13/10/2023	Peter Pan_Bonanza	23
09/10/2023	13/10/2023	Trailways	27
09/10/2023	13/10/2023	TransBridge	21
16/10/2023	20/10/2023	Academy	43
16/10/2023	20/10/2023	C & J Bus Lines	0
16/10/2023	20/10/2023	Coach USA	159
16/10/2023	20/10/2023	DeCamp	0
16/10/2023	20/10/2023	Greyhound	58
16/10/2023	20/10/2023	HCEE - Community	88
16/10/2023	20/10/2023	Lakeland	43
16/10/2023	20/10/2023	Martz	20
16/10/2023	20/10/2023	NJ Transit	2423
16/10/2023	20/10/2023	Peter Pan_Bonanza	23
16/10/2023	20/10/2023	Trailways	23
16/10/2023	20/10/2023	TransBridge	24
23/10/2023	27/10/2023	Academy	44
23/10/2023	27/10/2023	C & J Bus Lines	0
23/10/2023	27/10/2023	Coach USA	162
23/10/2023	27/10/2023	DeCamp	0
23/10/2023	27/10/2023	Greyhound	59
23/10/2023	27/10/2023	HCEE - Community	89
23/10/2023	27/10/2023	Lakeland	43
23/10/2023	27/10/2023	Martz	19
23/10/2023	27/10/2023	NJ Transit	2419
23/10/2023	27/10/2023	Peter Pan_Bonanza	23
23/10/2023	27/10/2023	Trailways	22
23/10/2023	27/10/2023	TransBridge	23
30/10/2023	03/11/2023	Academy	44
30/10/2023	03/11/2023	C & J Bus Lines	0
30/10/2023	03/11/2023	Coach USA	164
30/10/2023	03/11/2023	DeCamp	0
30/10/2023	03/11/2023	Greyhound	59
30/10/2023	03/11/2023	HCEE - Community	89
30/10/2023	03/11/2023	Lakeland	43
30/10/2023	03/11/2023	Martz	19
30/10/2023	03/11/2023	NJ Transit	2392
30/10/2023	03/11/2023	Peter Pan_Bonanza	23
30/10/2023	03/11/2023	Trailways	22
30/10/2023	03/11/2023	TransBridge	24
06/11/2023	10/11/2023	Academy	44
06/11/2023	10/11/2023	C & J Bus Lines	0
06/11/2023	10/11/2023	Coach USA	164
06/11/2023	10/11/2023	DeCamp	0
06/11/2023	10/11/2023	Greyhound	60
06/11/2023	10/11/2023	HCEE - Community	85
06/11/2023	10/11/2023	Lakeland	43
06/11/2023	10/11/2023	Martz	19
06/11/2023	10/11/2023	NJ Transit	2449
06/11/2023	10/11/2023	Peter Pan_Bonanza	22
06/11/2023	10/11/2023	Trailways	22
06/11/2023	10/11/2023	TransBridge	23
13/11/2023	17/11/2023	Academy	43
13/11/2023	17/11/2023	C & J Bus Lines	0
13/11/2023	17/11/2023	Coach USA	163
13/11/2023	17/11/2023	DeCamp	0
13/11/2023	17/11/2023	Greyhound	61
13/11/2023	17/11/2023	HCEE - Community	85
13/11/2023	17/11/2023	Lakeland	43
13/11/2023	17/11/2023	Martz	19
13/11/2023	17/11/2023	NJ Transit	2448
13/11/2023	17/11/2023	Peter Pan_Bonanza	23
13/11/2023	17/11/2023	Trailways	23
13/11/2023	17/11/2023	TransBridge	24
20/11/2023	24/11/2023	Academy	0
20/11/2023	24/11/2023	C & J Bus Lines	0
20/11/2023	24/11/2023	Coach USA	0
20/11/2023	24/11/2023	DeCamp	0
20/11/2023	24/11/2023	Greyhound	0
20/11/2023	24/11/2023	HCEE - Community	0
20/11/2023	24/11/2023	Lakeland	0
20/11/2023	24/11/2023	Martz	0
20/11/2023	24/11/2023	NJ Transit	0
20/11/2023	24/11/2023	Peter Pan_Bonanza	0
20/11/2023	24/11/2023	Trailways	0
20/11/2023	24/11/2023	TransBridge	0
27/11/2023	01/12/2023	Academy	44
27/11/2023	01/12/2023	C & J Bus Lines	0
27/11/2023	01/12/2023	Coach USA	168
27/11/2023	01/12/2023	DeCamp	0
27/11/2023	01/12/2023	Greyhound	61
27/11/2023	01/12/2023	HCEE - Community	81
27/11/2023	01/12/2023	Lakeland	45
27/11/2023	01/12/2023	Martz	18
27/11/2023	01/12/2023	NJ Transit	2491
27/11/2023	01/12/2023	Peter Pan_Bonanza	23
27/11/2023	01/12/2023	Trailways	22
27/11/2023	01/12/2023	TransBridge	24
04/12/2023	08/12/2023	Academy	44
04/12/2023	08/12/2023	C & J Bus Lines	0
04/12/2023	08/12/2023	Coach USA	168
04/12/2023	08/12/2023	DeCamp	0
04/12/2023	08/12/2023	Greyhound	61
04/12/2023	08/12/2023	HCEE - Community	81
04/12/2023	08/12/2023	Lakeland	45
04/12/2023	08/12/2023	Martz	19
04/12/2023	08/12/2023	NJ Transit	2487
04/12/2023	08/12/2023	Peter Pan_Bonanza	23
04/12/2023	08/12/2023	Trailways	22
04/12/2023	08/12/2023	TransBridge	24
11/12/2023	15/12/2023	Academy	44
11/12/2023	15/12/2023	C & J Bus Lines	0
11/12/2023	15/12/2023	Coach USA	178
11/12/2023	15/12/2023	DeCamp	0
11/12/2023	15/12/2023	Greyhound	60
11/12/2023	15/12/2023	HCEE - Community	85
11/12/2023	15/12/2023	Lakeland	45
11/12/2023	15/12/2023	Martz	18
11/12/2023	15/12/2023	NJ Transit	2471
11/12/2023	15/12/2023	Peter Pan_Bonanza	23
11/12/2023	15/12/2023	Trailways	22
11/12/2023	15/12/2023	TransBridge	23
18/12/2023	22/12/2023	Academy	44
18/12/2023	22/12/2023	C & J Bus Lines	0
18/12/2023	22/12/2023	Coach USA	178
18/12/2023	22/12/2023	DeCamp	0
18/12/2023	22/12/2023	Greyhound	59
18/12/2023	22/12/2023	HCEE - Community	85
18/12/2023	22/12/2023	Lakeland	45
18/12/2023	22/12/2023	Martz	18
18/12/2023	22/12/2023	NJ Transit	2441
18/12/2023	22/12/2023	Peter Pan_Bonanza	23
18/12/2023	22/12/2023	Trailways	22
18/12/2023	22/12/2023	TransBridge	23
25/12/2023	29/12/2023	Academy	23
25/12/2023	29/12/2023	C & J Bus Lines	0
25/12/2023	29/12/2023	Coach USA	140
25/12/2023	29/12/2023	DeCamp	0
25/12/2023	29/12/2023	Greyhound	60
25/12/2023	29/12/2023	HCEE - Community	75
25/12/2023	29/12/2023	Lakeland	45
25/12/2023	29/12/2023	Martz	16
25/12/2023	29/12/2023	NJ Transit	2418
25/12/2023	29/12/2023	Peter Pan_Bonanza	23
25/12/2023	29/12/2023	Trailways	22
25/12/2023	29/12/2023	TransBridge	21
01/01/2024	05/01/2024	Academy	37
03/02/2025	07/02/2025	Academy 	49
03/02/2025	07/02/2025	Greyhound	55
03/02/2025	07/02/2025	Martz	18
03/02/2025	07/02/2025	NJ Transit	2542
03/02/2025	07/02/2025	Lakeland	44
03/02/2025	07/02/2025	Trailways	22
03/02/2025	07/02/2025	Coach USA	189
03/02/2025	07/02/2025	TransBridge	18
03/02/2025	07/02/2025	Peter Pan_Bonanza	38
03/02/2025	07/02/2025	HCEE - Community	86
03/02/2025	07/02/2025	C & J Bus Lines	0
03/02/2025	07/02/2025	DeCamp	0
10/02/2025	14/02/2025	Academy 	46
10/02/2025	14/02/2025	Greyhound	56
10/02/2025	14/02/2025	Martz	18
10/02/2025	14/02/2025	NJ Transit	2577
10/02/2025	14/02/2025	Lakeland	42
10/02/2025	14/02/2025	Trailways	22
10/02/2025	14/02/2025	Coach USA	189
10/02/2025	14/02/2025	TransBridge	23
10/02/2025	14/02/2025	Peter Pan_Bonanza	38
10/02/2025	14/02/2025	HCEE - Community	86
10/02/2025	14/02/2025	C & J Bus Lines	0
10/02/2025	14/02/2025	DeCamp	0
17/02/2025	21/02/2025	Academy 	38
17/02/2025	21/02/2025	Greyhound	55
17/02/2025	21/02/2025	Martz	17
17/02/2025	21/02/2025	NJ Transit	2524
17/02/2025	21/02/2025	Lakeland	36
17/02/2025	21/02/2025	Trailways	22
17/02/2025	21/02/2025	Coach USA	189
17/02/2025	21/02/2025	TransBridge	22
17/02/2025	21/02/2025	Peter Pan_Bonanza	38
17/02/2025	21/02/2025	HCEE - Community	79
17/02/2025	21/02/2025	C & J Bus Lines	0
17/02/2025	21/02/2025	DeCamp	0
24/02/2025	28/02/2025	Academy 	46
24/02/2025	28/02/2025	Greyhound	60
24/02/2025	28/02/2025	Martz	18
24/02/2025	28/02/2025	NJ Transit	2410
24/02/2025	28/02/2025	Lakeland	45
24/02/2025	28/02/2025	Trailways	22
24/02/2025	28/02/2025	Coach USA	189
24/02/2025	28/02/2025	TransBridge	23
24/02/2025	28/02/2025	Peter Pan_Bonanza	38
24/02/2025	28/02/2025	HCEE - Community	88
24/02/2025	28/02/2025	C & J Bus Lines	0
24/02/2025	28/02/2025	DeCamp	0
03/03/2025	07/03/2025	Academy	49
03/03/2025	07/03/2025	Greyhound	59
03/03/2025	07/03/2025	Martz	18
03/03/2025	07/03/2025	NJ Transit	2408
03/03/2025	07/03/2025	Lakeland	44
03/03/2025	07/03/2025	Trailways	20
03/03/2025	07/03/2025	Coach USA	188
03/03/2025	07/03/2025	TransBridge	23
03/03/2025	07/03/2025	Peter Pan_Bonanza	40
03/03/2025	07/03/2025	HCEE - Community	87
03/03/2025	07/03/2025	C & J Bus Lines	0
03/03/2025	07/03/2025	DeCamp	0
10/03/2025	14/03/2025	Academy	46
10/03/2025	14/03/2025	Greyhound	61
10/03/2025	14/03/2025	Martz	18
10/03/2025	14/03/2025	NJ Transit	2433
10/03/2025	14/03/2025	Lakeland	42
10/03/2025	14/03/2025	Trailways	21
10/03/2025	14/03/2025	Coach USA	188
10/03/2025	14/03/2025	TransBridge	23
10/03/2025	14/03/2025	Peter Pan_Bonanza	45
10/03/2025	14/03/2025	HCEE - Community	78
10/03/2025	14/03/2025	C & J Bus Lines	0
10/03/2025	14/03/2025	DeCamp	0
17/03/2025	21/03/2025	Academy	46
17/03/2025	21/03/2025	Greyhound	61
17/03/2025	21/03/2025	Martz	18
17/03/2025	21/03/2025	NJ Transit	2427
17/03/2025	21/03/2025	Lakeland	42
17/03/2025	21/03/2025	Trailways	21
17/03/2025	21/03/2025	Coach USA	188
17/03/2025	21/03/2025	TransBridge	22
17/03/2025	21/03/2025	Peter Pan_Bonanza	43
17/03/2025	21/03/2025	HCEE - Community	77
17/03/2025	21/03/2025	C & J Bus Lines	0
17/03/2025	21/03/2025	DeCamp	0
24/03/2025	28/03/2025	Academy	46
24/03/2025	28/03/2025	Greyhound	62
24/03/2025	28/03/2025	Martz	18
24/03/2025	28/03/2025	NJ Transit	2443
24/03/2025	28/03/2025	Lakeland	42
24/03/2025	28/03/2025	Trailways	21
24/03/2025	28/03/2025	Coach USA	188
24/03/2025	28/03/2025	TransBridge	23
